initialRegeneration,time,Down + Detected + Rej > 0
Up Clock @ waitClock|0,0,0.000000000
Up Clock @ waitClock|0,2,0.000009885
Up Clock @ waitClock|0,4,0.000058499
Up Clock @ waitClock|0,6,0.000180682
Up Clock @ waitClock|0,8,0.000404611
Up Clock @ waitClock|0,10,0.000751741
Up Clock @ waitClock|0,12,0.001237876
Up Clock @ waitClock|0,14,0.001874390
Up Clock @ waitClock|0,16,0.002669278
Up Clock @ waitClock|0,18,0.003628000
Up Clock @ waitClock|0,20,0.004754122
Up Clock @ waitClock|0,22,0.006049807
Up Clock @ waitClock|0,24,0.007516176
Up Clock @ waitClock|0,26,0.009153581
Up Clock @ waitClock|0,28,0.010961809
Up Clock @ waitClock|0,30,0.012940231
Up Clock @ waitClock|0,32,0.015087913
Up Clock @ waitClock|0,34,0.017403701
Up Clock @ waitClock|0,36,0.019886282
Up Clock @ waitClock|0,38,0.022534229
Up Clock @ waitClock|0,40,0.025346035
Up Clock @ waitClock|0,42,0.028320141
Up Clock @ waitClock|0,44,0.031454949
Up Clock @ waitClock|0,46,0.034748843
Up Clock @ waitClock|0,48,0.038200193
Up Clock @ waitClock|0,50,0.041807365
Up Clock @ waitClock|0,52,0.045568728
Up Clock @ waitClock|0,54,0.049482657
Up Clock @ waitClock|0,56,0.053547534
Up Clock @ waitClock|0,58,0.057761752
Up Clock @ waitClock|0,60,0.062123718
Up Clock @ waitClock|0,62,0.066631851
Up Clock @ waitClock|0,64,0.071284585
Up Clock @ waitClock|0,66,0.076080369
Up Clock @ waitClock|0,68,0.081017667
Up Clock @ waitClock|0,70,0.086094959
Up Clock @ waitClock|0,72,0.091310739
Up Clock @ waitClock|0,74,0.096663518
Up Clock @ waitClock|0,76,0.102151823
Up Clock @ waitClock|0,78,0.107774194
Up Clock @ waitClock|0,80,0.113529189
Up Clock @ waitClock|0,82,0.119415381
Up Clock @ waitClock|0,84,0.125431357
Up Clock @ waitClock|0,86,0.131575720
Up Clock @ waitClock|0,88,0.137847089
Up Clock @ waitClock|0,90,0.144244094
Up Clock @ waitClock|0,92,0.150765385
Up Clock @ waitClock|0,94,0.157409623
Up Clock @ waitClock|0,96,0.164175483
Up Clock @ waitClock|0,98,0.171061657
Up Clock @ waitClock|0,100,0.178066849
Up Clock @ waitClock|0,102,0.185189778
Up Clock @ waitClock|0,104,0.192429175
Up Clock @ waitClock|0,106,0.199783787
Up Clock @ waitClock|0,108,0.207252374
Up Clock @ waitClock|0,110,0.214833707
Up Clock @ waitClock|0,112,0.222526573
Up Clock @ waitClock|0,114,0.230329772
Up Clock @ waitClock|0,116,0.238242114
Up Clock @ waitClock|0,118,0.246262426
Up Clock @ waitClock|0,120,0.254389543
Up Clock @ waitClock|0,122,0.262622317
Up Clock @ waitClock|0,124,0.270959610
Up Clock @ waitClock|0,126,0.279400296
Up Clock @ waitClock|0,128,0.287943261
Up Clock @ waitClock|0,130,0.296587406
Up Clock @ waitClock|0,132,0.305331639
Up Clock @ waitClock|0,134,0.314174884
Up Clock @ waitClock|0,136,0.323116075
Up Clock @ waitClock|0,138,0.332154156
Up Clock @ waitClock|0,140,0.341288085
Up Clock @ waitClock|0,142,0.350516829
Up Clock @ waitClock|0,144,0.359839367
Up Clock @ waitClock|0,146,0.369254690
Up Clock @ waitClock|0,148,0.378761799
Up Clock @ waitClock|0,150,0.388359705
Up Clock @ waitClock|0,152,0.398047430
Up Clock @ waitClock|0,154,0.407824008
Up Clock @ waitClock|0,156,0.417688482
Up Clock @ waitClock|0,158,0.427639905
Up Clock @ waitClock|0,160,0.437677341
Up Clock @ waitClock|0,162,0.447799864
Up Clock @ waitClock|0,164,0.458006557
Up Clock @ waitClock|0,166,0.468296515
Up Clock @ waitClock|0,168,0.478668841
Up Clock @ waitClock|0,170,0.489122648
Up Clock @ waitClock|0,172,0.499657059
Up Clock @ waitClock|0,174,0.510271205
Up Clock @ waitClock|0,176,0.520964229
Up Clock @ waitClock|0,178,0.531735280
Up Clock @ waitClock|0,180,0.542583519
Up Clock @ waitClock|0,182,0.553508115
Up Clock @ waitClock|0,184,0.564508245
Up Clock @ waitClock|0,186,0.575583096
Up Clock @ waitClock|0,188,0.586731864
Up Clock @ waitClock|0,190,0.597953752
Up Clock @ waitClock|0,192,0.609247974
Up Clock @ waitClock|0,194,0.620613750
Up Clock @ waitClock|0,196,0.632050310
Up Clock @ waitClock|0,198,0.643556892
Up Clock @ waitClock|0,200,0.655132742
Up Clock @ waitClock|0,202,0.666777114
Up Clock @ waitClock|0,204,0.678489270
Up Clock @ waitClock|0,206,0.690268481
Up Clock @ waitClock|0,208,0.702114024
Up Clock @ waitClock|0,210,0.714025185
Up Clock @ waitClock|0,212,0.726001257
Up Clock @ waitClock|0,214,0.738041543
Up Clock @ waitClock|0,216,0.750145349
Up Clock @ waitClock|0,218,0.762311993
Up Clock @ waitClock|0,220,0.774540797
Up Clock @ waitClock|0,222,0.786831093
Up Clock @ waitClock|0,224,0.799182218
Up Clock @ waitClock|0,226,0.811593517
Up Clock @ waitClock|0,228,0.824064343
Up Clock @ waitClock|0,230,0.836594054
Up Clock @ waitClock|0,232,0.849182016
Up Clock @ waitClock|0,234,0.861827602
Up Clock @ waitClock|0,236,0.874530192
Up Clock @ waitClock|0,238,0.887289172
Up Clock @ waitClock|0,240,0.900103935
Up Clock @ waitClock|0,242,0.912973880
Up Clock @ waitClock|0,244,0.925898412
Up Clock @ waitClock|0,246,0.938876945
Up Clock @ waitClock|0,248,0.951908896
Up Clock @ waitClock|0,250,0.964993691
Up Clock @ waitClock|0,252,0.978130760
Up Clock @ waitClock|0,254,0.991319541
Up Clock @ waitClock|0,256,1.004559476
Up Clock @ waitClock|0,258,1.017850016
Up Clock @ waitClock|0,260,1.031190614
Up Clock @ waitClock|0,262,1.044580733
Up Clock @ waitClock|0,264,1.058019839
Up Clock @ waitClock|0,266,1.071507404
Up Clock @ waitClock|0,268,1.085042907
Up Clock @ waitClock|0,270,1.098625831
Up Clock @ waitClock|0,272,1.112255666
Up Clock @ waitClock|0,274,1.125931907
Up Clock @ waitClock|0,276,1.139654053
Up Clock @ waitClock|0,278,1.153421612
Up Clock @ waitClock|0,280,1.167234094
Up Clock @ waitClock|0,282,1.181091014
Up Clock @ waitClock|0,284,1.194991895
Up Clock @ waitClock|0,286,1.208936264
Up Clock @ waitClock|0,288,1.222923651
Up Clock @ waitClock|0,290,1.236953594
Up Clock @ waitClock|0,292,1.251025635
Up Clock @ waitClock|0,294,1.265139320
Up Clock @ waitClock|0,296,1.279294201
Up Clock @ waitClock|0,298,1.293489834
Up Clock @ waitClock|0,300,1.307725781
Up Clock @ waitClock|0,302,1.322001607
Up Clock @ waitClock|0,304,1.336316883
Up Clock @ waitClock|0,306,1.350671185
Up Clock @ waitClock|0,308,1.365064091
Up Clock @ waitClock|0,310,1.379495187
Up Clock @ waitClock|0,312,1.393964061
Up Clock @ waitClock|0,314,1.408470307
Up Clock @ waitClock|0,316,1.423013521
Up Clock @ waitClock|0,318,1.437593307
Up Clock @ waitClock|0,320,1.452209269
Up Clock @ waitClock|0,322,1.466861019
Up Clock @ waitClock|0,324,1.481548172
Up Clock @ waitClock|0,326,1.496270345
Up Clock @ waitClock|0,328,1.511027163
Up Clock @ waitClock|0,330,1.525818251
Up Clock @ waitClock|0,332,1.540643241
Up Clock @ waitClock|0,334,1.555501769
Up Clock @ waitClock|0,336,1.570393472
Up Clock @ waitClock|0,338,1.585317993
Up Clock @ waitClock|0,340,1.600274980
Up Clock @ waitClock|0,342,1.615264083
Up Clock @ waitClock|0,344,1.630284955
Up Clock @ waitClock|0,346,1.645337255
Up Clock @ waitClock|0,348,1.660420644
Up Clock @ waitClock|0,350,1.675534788
Up Clock @ waitClock|0,352,1.690679356
Up Clock @ waitClock|0,354,1.705854019
Up Clock @ waitClock|0,356,1.721058454
Up Clock @ waitClock|0,358,1.736292340
Up Clock @ waitClock|0,360,1.751555361
Up Clock @ waitClock|0,362,1.766847202
Up Clock @ waitClock|0,364,1.782167552
Up Clock @ waitClock|0,366,1.797516107
Up Clock @ waitClock|0,368,1.812892560
Up Clock @ waitClock|0,370,1.828296612
Up Clock @ waitClock|0,372,1.843727967
Up Clock @ waitClock|0,374,1.859186329
Up Clock @ waitClock|0,376,1.874671408
Up Clock @ waitClock|0,378,1.890182917
Up Clock @ waitClock|0,380,1.905720570
Up Clock @ waitClock|0,382,1.921284087
Up Clock @ waitClock|0,384,1.936873189
Up Clock @ waitClock|0,386,1.952487600
Up Clock @ waitClock|0,388,1.968127047
Up Clock @ waitClock|0,390,1.983791262
Up Clock @ waitClock|0,392,1.999479978
Up Clock @ waitClock|0,394,2.015192930
Up Clock @ waitClock|0,396,2.030929858
Up Clock @ waitClock|0,398,2.046690504
Up Clock @ waitClock|0,400,2.062474612
Up Clock @ waitClock|0,402,2.078281929
Up Clock @ waitClock|0,404,2.094112206
Up Clock @ waitClock|0,406,2.109965196
Up Clock @ waitClock|0,408,2.125840653
Up Clock @ waitClock|0,410,2.141738337
Up Clock @ waitClock|0,412,2.157658007
Up Clock @ waitClock|0,414,2.173599427
Up Clock @ waitClock|0,416,2.189562363
Up Clock @ waitClock|0,418,2.205546583
Up Clock @ waitClock|0,420,2.221551858
Up Clock @ waitClock|0,422,2.237577961
Up Clock @ waitClock|0,424,2.253624668
Up Clock @ waitClock|0,426,2.269691757
Up Clock @ waitClock|0,428,2.285779008
Up Clock @ waitClock|0,430,2.301886206
Up Clock @ waitClock|0,432,2.318013133
Up Clock @ waitClock|0,434,2.334159580
Up Clock @ waitClock|0,436,2.350325334
Up Clock @ waitClock|0,438,2.366510188
Up Clock @ waitClock|0,440,2.382713937
Up Clock @ waitClock|0,442,2.398936377
Up Clock @ waitClock|0,444,2.415177307
Up Clock @ waitClock|0,446,2.431436528
Up Clock @ waitClock|0,448,2.447713843
Up Clock @ waitClock|0,450,2.464009056
Up Clock @ waitClock|0,452,2.480321976
Up Clock @ waitClock|0,454,2.496652412
Up Clock @ waitClock|0,456,2.513000174
Up Clock @ waitClock|0,458,2.529365077
Up Clock @ waitClock|0,460,2.545746936
Up Clock @ waitClock|0,462,2.562145568
Up Clock @ waitClock|0,464,2.578560793
Up Clock @ waitClock|0,466,2.594992432
Up Clock @ waitClock|0,468,2.611440308
Up Clock @ waitClock|0,470,2.627904247
Up Clock @ waitClock|0,472,2.644384075
Up Clock @ waitClock|0,474,2.660879621
Up Clock @ waitClock|0,476,2.677390717
Up Clock @ waitClock|0,478,2.693917195
Up Clock @ waitClock|0,480,2.710458889
Up Clock @ waitClock|0,482,2.727015634
Up Clock @ waitClock|0,484,2.743587271
Up Clock @ waitClock|0,486,2.760173637
Up Clock @ waitClock|0,488,2.776774574
Up Clock @ waitClock|0,490,2.793389926
Up Clock @ waitClock|0,492,2.810019537
Up Clock @ waitClock|0,494,2.826663253
Up Clock @ waitClock|0,496,2.843320924
Up Clock @ waitClock|0,498,2.859992398
Up Clock @ waitClock|0,500,2.876677526
Up Clock @ waitClock|0,502,2.893376163
Up Clock @ waitClock|0,504,2.910088162
Up Clock @ waitClock|0,506,2.926813379
Up Clock @ waitClock|0,508,2.943551673
Up Clock @ waitClock|0,510,2.960302902
Up Clock @ waitClock|0,512,2.977066927
Up Clock @ waitClock|0,514,2.993843611
Up Clock @ waitClock|0,516,3.010632817
Up Clock @ waitClock|0,518,3.027434409
Up Clock @ waitClock|0,520,3.044248256
