P&R,TESTS,If(Ko+Detected>0 || Rej>0,1,0),If(Ok>0 && Rej>0,1,0),Ko
99,4,0.0073966654038867769651580937020631714540,0.0010309008771804377861297914264447370000,0.0002208814001554184173286937485565504540
