P&R,TESTS,If(Ko+Detected>0 || Rej>0,1,0),If(Ok>0 && Rej>0,1,0),Ko
1,0.011282407636213154947931819359932473139,0.006438924848728031823814868566211999000,0.000021343246486680561821379601731156109
