P&R,TESTS,If(Ko+Detected>0 || Rej>0,1,0),If(Ok>0 && Rej>0,1,0),Ko
1,0.012338190089587724044607512357186158047,0.007746782326071690515131839207705906000,0.000021478505144218012556970599693959357
