initialRegeneration,time,"If(Ko+Detected>0 || Rej>0,1,0)"
Ok Clock @ error|0 w|0,578,4.281589313
Ok Clock @ error|0 w|0,579,4.283179015
Ok Clock @ error|0 w|0,580,4.284725504
Ok Clock @ error|0 w|0,581,4.289024677
Ok Clock @ error|0 w|0,582,4.297208636
Ok Clock @ error|0 w|0,583,4.304527009
Ok Clock @ error|0 w|0,584,4.308438840
Ok Clock @ error|0 w|0,585,4.310388026
Ok Clock @ error|0 w|0,586,4.311812138
Ok Clock @ error|0 w|0,587,4.313222845
Ok Clock @ error|0 w|0,588,4.325307166
Ok Clock @ error|0 w|0,589,4.354149967
Ok Clock @ error|0 w|0,590,4.382491877
Ok Clock @ error|0 w|0,591,4.398067881
Ok Clock @ error|0 w|0,592,4.405826913
Ok Clock @ error|0 w|0,593,4.411259538
Ok Clock @ error|0 w|0,594,4.415181138
Ok Clock @ error|0 w|0,595,4.417626524
Ok Clock @ error|0 w|0,596,4.419712482
Ok Clock @ error|0 w|0,597,4.422661325
Ok Clock @ error|0 w|0,598,4.426233556
Ok Clock @ error|0 w|0,599,4.429343779
Ok Clock @ error|0 w|0,600,4.431538316
Ok Clock @ error|0 w|0,601,4.433095263
Ok Clock @ error|0 w|0,602,4.434392947
Ok Clock @ error|0 w|0,603,4.435625448
Ok Clock @ error|0 w|0,604,4.437865352
Ok Clock @ error|0 w|0,605,4.442260627
Ok Clock @ error|0 w|0,606,4.448523489
Ok Clock @ error|0 w|0,607,4.455281364
Ok Clock @ error|0 w|0,608,4.460696946
Ok Clock @ error|0 w|0,609,4.464032489
Ok Clock @ error|0 w|0,610,4.466645306
Ok Clock @ error|0 w|0,611,4.470879092
Ok Clock @ error|0 w|0,612,4.476901178
Ok Clock @ error|0 w|0,613,4.482367702
Ok Clock @ error|0 w|0,614,4.485852207
Ok Clock @ error|0 w|0,615,4.519605082
Ok Clock @ error|0 w|0,616,4.591285933
Ok Clock @ error|0 w|0,617,4.644857683
Ok Clock @ error|0 w|0,618,4.666292849
Ok Clock @ error|0 w|0,619,4.681124863
Ok Clock @ error|0 w|0,620,4.697129186
Ok Clock @ error|0 w|0,621,4.711495286
Ok Clock @ error|0 w|0,622,4.720637510
Ok Clock @ error|0 w|0,623,4.724806084
Ok Clock @ error|0 w|0,624,4.726708454
Ok Clock @ error|0 w|0,625,4.730884894
Ok Clock @ error|0 w|0,626,4.739114877
Ok Clock @ error|0 w|0,627,4.746831565
Ok Clock @ error|0 w|0,628,4.751092268
Ok Clock @ error|0 w|0,629,4.753213797
Ok Clock @ error|0 w|0,630,4.754858672
Ok Clock @ error|0 w|0,631,4.759838820
Ok Clock @ error|0 w|0,632,4.770607099
Ok Clock @ error|0 w|0,633,4.782187626
Ok Clock @ error|0 w|0,634,4.789712029
Ok Clock @ error|0 w|0,635,4.793809975
Ok Clock @ error|0 w|0,636,4.796579998
Ok Clock @ error|0 w|0,637,4.798817756
Ok Clock @ error|0 w|0,638,4.800619471
Ok Clock @ error|0 w|0,639,4.802108429
Ok Clock @ error|0 w|0,640,4.808040675
Ok Clock @ error|0 w|0,641,4.821180034
Ok Clock @ error|0 w|0,642,4.834139371
Ok Clock @ error|0 w|0,643,4.841505899
Ok Clock @ error|0 w|0,644,4.845255725
Ok Clock @ error|0 w|0,645,4.858766785
Ok Clock @ error|0 w|0,646,4.888928225
Ok Clock @ error|0 w|0,647,4.918256448
Ok Clock @ error|0 w|0,648,4.934497584
Ok Clock @ error|0 w|0,649,4.943031221
Ok Clock @ error|0 w|0,650,4.949605289
Ok Clock @ error|0 w|0,651,4.954742796
Ok Clock @ error|0 w|0,652,4.958063151
Ok Clock @ error|0 w|0,653,4.960112602
Ok Clock @ error|0 w|0,654,4.961619881
Ok Clock @ error|0 w|0,655,4.962974752
Ok Clock @ error|0 w|0,656,4.965174981
Ok Clock @ error|0 w|0,657,4.969225907
Ok Clock @ error|0 w|0,658,4.974955857
Ok Clock @ error|0 w|0,659,4.981238550
Ok Clock @ error|0 w|0,660,4.993031822
Ok Clock @ error|0 w|0,661,5.012185511
Ok Clock @ error|0 w|0,662,5.028765746
Ok Clock @ error|0 w|0,663,5.039003325
Ok Clock @ error|0 w|0,664,5.046346185
Ok Clock @ error|0 w|0,665,5.051715103
Ok Clock @ error|0 w|0,666,5.055010191
Ok Clock @ error|0 w|0,667,5.056977722
Ok Clock @ error|0 w|0,668,5.058447463
Ok Clock @ error|0 w|0,669,5.059803753
Ok Clock @ error|0 w|0,670,5.061145759
Ok Clock @ error|0 w|0,671,5.062489523
Ok Clock @ error|0 w|0,672,5.063852730
Ok Clock @ error|0 w|0,673,5.065265857
Ok Clock @ error|0 w|0,674,5.066730306
Ok Clock @ error|0 w|0,675,5.070249918
Ok Clock @ error|0 w|0,676,5.078266925
Ok Clock @ error|0 w|0,677,5.090875712
Ok Clock @ error|0 w|0,678,5.104456385
Ok Clock @ error|0 w|0,679,5.113733052
Ok Clock @ error|0 w|0,680,5.118062376
Ok Clock @ error|0 w|0,681,5.120143834
Ok Clock @ error|0 w|0,682,5.121763619
Ok Clock @ error|0 w|0,683,5.127824486
Ok Clock @ error|0 w|0,684,5.142024702
Ok Clock @ error|0 w|0,685,5.160568807
Ok Clock @ error|0 w|0,686,5.177359992
Ok Clock @ error|0 w|0,687,5.188357191
Ok Clock @ error|0 w|0,688,5.194126699
Ok Clock @ error|0 w|0,689,5.197337222
Ok Clock @ error|0 w|0,690,5.199516732
Ok Clock @ error|0 w|0,691,5.201322792
Ok Clock @ error|0 w|0,692,5.203181519
Ok Clock @ error|0 w|0,693,5.223399825
Ok Clock @ error|0 w|0,694,5.297416827
Ok Clock @ error|0 w|0,695,5.397818507
Ok Clock @ error|0 w|0,696,5.453172863
Ok Clock @ error|0 w|0,697,5.474210584
Ok Clock @ error|0 w|0,698,5.501026487
Ok Clock @ error|0 w|0,699,5.526321332
Ok Clock @ error|0 w|0,700,5.540402927
Ok Clock @ error|0 w|0,701,5.547403886
Ok Clock @ error|0 w|0,702,5.552392010
Ok Clock @ error|0 w|0,703,5.556319568
Ok Clock @ error|0 w|0,704,5.558979803
Ok Clock @ error|0 w|0,705,5.560980426
Ok Clock @ error|0 w|0,706,5.563388440
Ok Clock @ error|0 w|0,707,5.566422432
Ok Clock @ error|0 w|0,708,5.569581892
Ok Clock @ error|0 w|0,709,5.572555420
Ok Clock @ error|0 w|0,710,5.586570049
Ok Clock @ error|0 w|0,711,5.617765010
Ok Clock @ error|0 w|0,712,5.647497507
Ok Clock @ error|0 w|0,713,5.664260398
Ok Clock @ error|0 w|0,714,5.674832586
Ok Clock @ error|0 w|0,715,5.684722136
Ok Clock @ error|0 w|0,716,5.693586378
Ok Clock @ error|0 w|0,717,5.699787561
Ok Clock @ error|0 w|0,718,5.703208780
Ok Clock @ error|0 w|0,719,5.705015995
Ok Clock @ error|0 w|0,720,5.707149673
Ok Clock @ error|0 w|0,721,5.710829397
Ok Clock @ error|0 w|0,722,5.714906048
Ok Clock @ error|0 w|0,723,5.717885058
Ok Clock @ error|0 w|0,724,5.719725792
Ok Clock @ error|0 w|0,725,5.721069222
Ok Clock @ error|0 w|0,726,5.722973540
Ok Clock @ error|0 w|0,727,5.726265870
Ok Clock @ error|0 w|0,728,5.731006803
Ok Clock @ error|0 w|0,729,5.736500275
Ok Clock @ error|0 w|0,730,5.741757549
Ok Clock @ error|0 w|0,731,5.746158730
Ok Clock @ error|0 w|0,732,5.749231955
Ok Clock @ error|0 w|0,733,5.751140060
Ok Clock @ error|0 w|0,734,5.754992056
Ok Clock @ error|0 w|0,735,5.764137866
Ok Clock @ error|0 w|0,736,5.776474059
Ok Clock @ error|0 w|0,737,5.787062601
Ok Clock @ error|0 w|0,738,5.793636741
Ok Clock @ error|0 w|0,739,5.797289922
Ok Clock @ error|0 w|0,740,5.804266529
Ok Clock @ error|0 w|0,741,5.819063889
Ok Clock @ error|0 w|0,742,5.835311405
Ok Clock @ error|0 w|0,743,5.845964177
Ok Clock @ error|0 w|0,744,5.851559114
Ok Clock @ error|0 w|0,745,5.855097003
Ok Clock @ error|0 w|0,746,5.857837878
Ok Clock @ error|0 w|0,747,5.859925911
Ok Clock @ error|0 w|0,748,5.861504239
Ok Clock @ error|0 w|0,749,5.862816536
Ok Clock @ error|0 w|0,750,5.864035849
Ok Clock @ error|0 w|0,751,5.865478596
Ok Clock @ error|0 w|0,752,5.867532199
Ok Clock @ error|0 w|0,753,5.870271994
Ok Clock @ error|0 w|0,754,5.878172575
Ok Clock @ error|0 w|0,755,5.895691759
Ok Clock @ error|0 w|0,756,5.916178913
Ok Clock @ error|0 w|0,757,5.930646110
Ok Clock @ error|0 w|0,758,5.938853030
Ok Clock @ error|0 w|0,759,5.944393068
Ok Clock @ error|0 w|0,760,5.948680582
Ok Clock @ error|0 w|0,761,5.951684727
Ok Clock @ error|0 w|0,762,5.963214118
Ok Clock @ error|0 w|0,763,5.988988266
Ok Clock @ error|0 w|0,764,6.019639121
Ok Clock @ error|0 w|0,765,6.046281384
Ok Clock @ error|0 w|0,766,6.063249151
Ok Clock @ error|0 w|0,767,6.072212790
Ok Clock @ error|0 w|0,768,6.078401425
Ok Clock @ error|0 w|0,769,6.083039790
Ok Clock @ error|0 w|0,770,6.086876754
Ok Clock @ error|0 w|0,771,6.091718167
Ok Clock @ error|0 w|0,772,6.098255071
Ok Clock @ error|0 w|0,773,6.105401758
Ok Clock @ error|0 w|0,774,6.111185187
Ok Clock @ error|0 w|0,775,6.114755356
Ok Clock @ error|0 w|0,776,6.116798717
Ok Clock @ error|0 w|0,777,6.118251546
Ok Clock @ error|0 w|0,778,6.120941863
Ok Clock @ error|0 w|0,779,6.126557599
Ok Clock @ error|0 w|0,780,6.134439230
Ok Clock @ error|0 w|0,781,6.142449485
Ok Clock @ error|0 w|0,782,6.148577260
Ok Clock @ error|0 w|0,783,6.152365995
Ok Clock @ error|0 w|0,784,6.154665060
Ok Clock @ error|0 w|0,785,6.157183483
Ok Clock @ error|0 w|0,786,6.160973253
Ok Clock @ error|0 w|0,787,6.165517824
Ok Clock @ error|0 w|0,788,6.174265435
Ok Clock @ error|0 w|0,789,6.200953893
Ok Clock @ error|0 w|0,790,6.243340960
Ok Clock @ error|0 w|0,791,6.275483531
Ok Clock @ error|0 w|0,792,6.292686027
Ok Clock @ error|0 w|0,793,6.309097374
Ok Clock @ error|0 w|0,794,6.325807875
Ok Clock @ error|0 w|0,795,6.337275235
Ok Clock @ error|0 w|0,796,6.343518007
Ok Clock @ error|0 w|0,797,6.347380064
Ok Clock @ error|0 w|0,798,6.350290954
Ok Clock @ error|0 w|0,799,6.355014985
Ok Clock @ error|0 w|0,800,6.362616138
Ok Clock @ error|0 w|0,801,6.369228896
Ok Clock @ error|0 w|0,802,6.373013087
Ok Clock @ error|0 w|0,803,6.375400296
Ok Clock @ error|0 w|0,804,6.377578013
Ok Clock @ error|0 w|0,805,6.383136872
Ok Clock @ error|0 w|0,806,6.394805536
Ok Clock @ error|0 w|0,807,6.409672039
Ok Clock @ error|0 w|0,808,6.423771167
Ok Clock @ error|0 w|0,809,6.434604495
Ok Clock @ error|0 w|0,810,6.442065912
Ok Clock @ error|0 w|0,811,6.447573985
Ok Clock @ error|0 w|0,812,6.451752125
Ok Clock @ error|0 w|0,813,6.454632726
Ok Clock @ error|0 w|0,814,6.456607945
Ok Clock @ error|0 w|0,815,6.458509202
Ok Clock @ error|0 w|0,816,6.460902969
Ok Clock @ error|0 w|0,817,6.463504180
Ok Clock @ error|0 w|0,818,6.465743202
Ok Clock @ error|0 w|0,819,6.477236661
Ok Clock @ error|0 w|0,820,6.503479782
Ok Clock @ error|0 w|0,821,6.528753169
Ok Clock @ error|0 w|0,822,6.542731535
Ok Clock @ error|0 w|0,823,6.550666235
Ok Clock @ error|0 w|0,824,6.558146299
Ok Clock @ error|0 w|0,825,6.565882987
Ok Clock @ error|0 w|0,826,6.572247357
Ok Clock @ error|0 w|0,827,6.576315491
Ok Clock @ error|0 w|0,828,6.578661833
Ok Clock @ error|0 w|0,829,6.581082790
Ok Clock @ error|0 w|0,830,6.585801868
Ok Clock @ error|0 w|0,831,6.592997475
Ok Clock @ error|0 w|0,832,6.601054632
Ok Clock @ error|0 w|0,833,6.608452361
Ok Clock @ error|0 w|0,834,6.614249804
Ok Clock @ error|0 w|0,835,6.619738608
Ok Clock @ error|0 w|0,836,6.626875769
Ok Clock @ error|0 w|0,837,6.634585116
Ok Clock @ error|0 w|0,838,6.640501435
Ok Clock @ error|0 w|0,839,6.644186144
Ok Clock @ error|0 w|0,840,6.650147217
Ok Clock @ error|0 w|0,841,6.671598248
Ok Clock @ error|0 w|0,842,6.707298449
Ok Clock @ error|0 w|0,843,6.734758693
Ok Clock @ error|0 w|0,844,6.748284509
Ok Clock @ error|0 w|0,845,6.758374794
Ok Clock @ error|0 w|0,846,6.767568150
Ok Clock @ error|0 w|0,847,6.773846002
Ok Clock @ error|0 w|0,848,6.777601427
Ok Clock @ error|0 w|0,849,6.782463910
Ok Clock @ error|0 w|0,850,6.792083498
Ok Clock @ error|0 w|0,851,6.804396186
Ok Clock @ error|0 w|0,852,6.814367115
Ok Clock @ error|0 w|0,853,6.820537682
Ok Clock @ error|0 w|0,854,6.824489595
Ok Clock @ error|0 w|0,855,6.827503377
Ok Clock @ error|0 w|0,856,6.829931763
Ok Clock @ error|0 w|0,857,6.836275159
Ok Clock @ error|0 w|0,858,6.850669675
Ok Clock @ error|0 w|0,859,6.869227929
Ok Clock @ error|0 w|0,860,6.886002541
Ok Clock @ error|0 w|0,861,6.897906613
Ok Clock @ error|0 w|0,862,6.905442251
Ok Clock @ error|0 w|0,863,6.910730390
Ok Clock @ error|0 w|0,864,6.916765260
Ok Clock @ error|0 w|0,865,6.925074247
Ok Clock @ error|0 w|0,866,6.933083424
Ok Clock @ error|0 w|0,867,6.938974834
Ok Clock @ error|0 w|0,868,6.943580491
Ok Clock @ error|0 w|0,869,6.947443281
Ok Clock @ error|0 w|0,870,6.950368302
Ok Clock @ error|0 w|0,871,6.952426371
Ok Clock @ error|0 w|0,872,6.954003324
Ok Clock @ error|0 w|0,873,6.955743598
Ok Clock @ error|0 w|0,874,6.958278368
Ok Clock @ error|0 w|0,875,6.961771992
Ok Clock @ error|0 w|0,876,6.965833509
Ok Clock @ error|0 w|0,877,6.969772896
Ok Clock @ error|0 w|0,878,6.978811509
Ok Clock @ error|0 w|0,879,6.994247304
Ok Clock @ error|0 w|0,880,7.006712967
Ok Clock @ error|0 w|0,881,7.014129869
Ok Clock @ error|0 w|0,882,7.020682630
Ok Clock @ error|0 w|0,883,7.027574620
Ok Clock @ error|0 w|0,884,7.042275641
Ok Clock @ error|0 w|0,885,7.068311843
Ok Clock @ error|0 w|0,886,7.092266186
Ok Clock @ error|0 w|0,887,7.106848498
Ok Clock @ error|0 w|0,888,7.118109707
Ok Clock @ error|0 w|0,889,7.129753289
Ok Clock @ error|0 w|0,890,7.140224597
Ok Clock @ error|0 w|0,891,7.147597612
Ok Clock @ error|0 w|0,892,7.152005645
Ok Clock @ error|0 w|0,893,7.154716740
Ok Clock @ error|0 w|0,894,7.157530858
Ok Clock @ error|0 w|0,895,7.161560548
Ok Clock @ error|0 w|0,896,7.165787308
Ok Clock @ error|0 w|0,897,7.172582588
Ok Clock @ error|0 w|0,898,7.194727852
Ok Clock @ error|0 w|0,899,7.231273550
Ok Clock @ error|0 w|0,900,7.260327794
Ok Clock @ error|0 w|0,901,7.276539672
Ok Clock @ error|0 w|0,902,7.290322491
Ok Clock @ error|0 w|0,903,7.304224638
Ok Clock @ error|0 w|0,904,7.314999821
Ok Clock @ error|0 w|0,905,7.321733104
Ok Clock @ error|0 w|0,906,7.326022898
Ok Clock @ error|0 w|0,907,7.329172029
Ok Clock @ error|0 w|0,908,7.331580956
Ok Clock @ error|0 w|0,909,7.335332284
Ok Clock @ error|0 w|0,910,7.342472301
Ok Clock @ error|0 w|0,911,7.352448526
Ok Clock @ error|0 w|0,912,7.363123104
Ok Clock @ error|0 w|0,913,7.371443024
Ok Clock @ error|0 w|0,914,7.380910968
Ok Clock @ error|0 w|0,915,7.396966495
Ok Clock @ error|0 w|0,916,7.414541358
Ok Clock @ error|0 w|0,917,7.426671309
Ok Clock @ error|0 w|0,918,7.433854806
Ok Clock @ error|0 w|0,919,7.439408757
Ok Clock @ error|0 w|0,920,7.444703852
Ok Clock @ error|0 w|0,921,7.449299333
Ok Clock @ error|0 w|0,922,7.452645090
Ok Clock @ error|0 w|0,923,7.454888134
Ok Clock @ error|0 w|0,924,7.456775442
Ok Clock @ error|0 w|0,925,7.459351071
Ok Clock @ error|0 w|0,926,7.463082900
Ok Clock @ error|0 w|0,927,7.467594658
Ok Clock @ error|0 w|0,928,7.472213984
Ok Clock @ error|0 w|0,929,7.478344608
Ok Clock @ error|0 w|0,930,7.487112241
Ok Clock @ error|0 w|0,931,7.495703508
Ok Clock @ error|0 w|0,932,7.502082093
Ok Clock @ error|0 w|0,933,7.506941004
Ok Clock @ error|0 w|0,934,7.511055952
Ok Clock @ error|0 w|0,935,7.515811722
Ok Clock @ error|0 w|0,936,7.527149348
Ok Clock @ error|0 w|0,937,7.547073759
Ok Clock @ error|0 w|0,938,7.566412302
Ok Clock @ error|0 w|0,939,7.579386291
Ok Clock @ error|0 w|0,940,7.588884713
Ok Clock @ error|0 w|0,941,7.596970941
Ok Clock @ error|0 w|0,942,7.602984410
Ok Clock @ error|0 w|0,943,7.606842202
Ok Clock @ error|0 w|0,944,7.610463788
Ok Clock @ error|0 w|0,945,7.616113841
Ok Clock @ error|0 w|0,946,7.624047191
Ok Clock @ error|0 w|0,947,7.632387354
Ok Clock @ error|0 w|0,948,7.639343763
Ok Clock @ error|0 w|0,949,7.644565437
Ok Clock @ error|0 w|0,950,7.648180309
Ok Clock @ error|0 w|0,951,7.650639173
Ok Clock @ error|0 w|0,952,7.654074026
Ok Clock @ error|0 w|0,953,7.660697225
Ok Clock @ error|0 w|0,954,7.670271088
Ok Clock @ error|0 w|0,955,7.680761402
Ok Clock @ error|0 w|0,956,7.689585649
Ok Clock @ error|0 w|0,957,7.695653737
Ok Clock @ error|0 w|0,958,7.700392074
Ok Clock @ error|0 w|0,959,7.706260360
Ok Clock @ error|0 w|0,960,7.713680246
Ok Clock @ error|0 w|0,961,7.720576186
Ok Clock @ error|0 w|0,962,7.729238559
Ok Clock @ error|0 w|0,963,7.752989742
Ok Clock @ error|0 w|0,964,7.790602396
Ok Clock @ error|0 w|0,965,7.818791217
Ok Clock @ error|0 w|0,966,7.833890141
Ok Clock @ error|0 w|0,967,7.848650669
Ok Clock @ error|0 w|0,968,7.865388889
Ok Clock @ error|0 w|0,969,7.880374680
Ok Clock @ error|0 w|0,970,7.890977991
Ok Clock @ error|0 w|0,971,7.897675222
Ok Clock @ error|0 w|0,972,7.902472433
Ok Clock @ error|0 w|0,973,7.908321412
Ok Clock @ error|0 w|0,974,7.916701183
Ok Clock @ error|0 w|0,975,7.924890442
Ok Clock @ error|0 w|0,976,7.930932441
Ok Clock @ error|0 w|0,977,7.935814270
Ok Clock @ error|0 w|0,978,7.940484926
Ok Clock @ error|0 w|0,979,7.947778653
Ok Clock @ error|0 w|0,980,7.959978079
Ok Clock @ error|0 w|0,981,7.972954117
Ok Clock @ error|0 w|0,982,7.982525173
Ok Clock @ error|0 w|0,983,7.989658409
Ok Clock @ error|0 w|0,984,7.996313867
Ok Clock @ error|0 w|0,985,8.002588445
Ok Clock @ error|0 w|0,986,8.007641671
Ok Clock @ error|0 w|0,987,8.011661272
Ok Clock @ error|0 w|0,988,8.017671301
Ok Clock @ error|0 w|0,989,8.027472888
Ok Clock @ error|0 w|0,990,8.037638529
Ok Clock @ error|0 w|0,991,8.045144195
Ok Clock @ error|0 w|0,992,8.051772323
Ok Clock @ error|0 w|0,993,8.064597419
Ok Clock @ error|0 w|0,994,8.085819394
Ok Clock @ error|0 w|0,995,8.105874053
Ok Clock @ error|0 w|0,996,8.118837849
Ok Clock @ error|0 w|0,997,8.128521022
Ok Clock @ error|0 w|0,998,8.137966167
Ok Clock @ error|0 w|0,999,8.146215694
Ok Clock @ error|0 w|0,1000,8.152234642
Ok Clock @ error|0 w|0,1001,8.156323903
Ok Clock @ error|0 w|0,1002,8.159205865
Ok Clock @ error|0 w|0,1003,8.162164777
Ok Clock @ error|0 w|0,1004,8.167086184
Ok Clock @ error|0 w|0,1005,8.174381834
Ok Clock @ error|0 w|0,1006,8.182862474
Ok Clock @ error|0 w|0,1007,8.191957250
Ok Clock @ error|0 w|0,1008,8.203001335
Ok Clock @ error|0 w|0,1009,8.216641064
Ok Clock @ error|0 w|0,1010,8.230480838
Ok Clock @ error|0 w|0,1011,8.242662688
Ok Clock @ error|0 w|0,1012,8.252921776
Ok Clock @ error|0 w|0,1013,8.260770102
Ok Clock @ error|0 w|0,1014,8.266304234
Ok Clock @ error|0 w|0,1015,8.270412467
Ok Clock @ error|0 w|0,1016,8.273735543
Ok Clock @ error|0 w|0,1017,8.276404595
Ok Clock @ error|0 w|0,1018,8.278502419
Ok Clock @ error|0 w|0,1019,8.280308634
Ok Clock @ error|0 w|0,1020,8.282233983
Ok Clock @ error|0 w|0,1021,8.284539792
Ok Clock @ error|0 w|0,1022,8.287208522
Ok Clock @ error|0 w|0,1023,8.292012466
Ok Clock @ error|0 w|0,1024,8.301403570
Ok Clock @ error|0 w|0,1025,8.315093675
Ok Clock @ error|0 w|0,1026,8.329489202
Ok Clock @ error|0 w|0,1027,8.340367444
Ok Clock @ error|0 w|0,1028,8.347284670
Ok Clock @ error|0 w|0,1029,8.352328172
Ok Clock @ error|0 w|0,1030,8.356839034
Ok Clock @ error|0 w|0,1031,8.364513537
Ok Clock @ error|0 w|0,1032,8.378328752
Ok Clock @ error|0 w|0,1033,8.395436198
Ok Clock @ error|0 w|0,1034,8.411548939
Ok Clock @ error|0 w|0,1035,8.424042827
Ok Clock @ error|0 w|0,1036,8.432890981
Ok Clock @ error|0 w|0,1037,8.439439245
Ok Clock @ error|0 w|0,1038,8.444373005
Ok Clock @ error|0 w|0,1039,8.448337725
Ok Clock @ error|0 w|0,1040,8.452327969
Ok Clock @ error|0 w|0,1041,8.465237082
Ok Clock @ error|0 w|0,1042,8.497607053
Ok Clock @ error|0 w|0,1043,8.536080563
Ok Clock @ error|0 w|0,1044,8.559760817
Ok Clock @ error|0 w|0,1045,8.574914849
Ok Clock @ error|0 w|0,1046,8.593535947
Ok Clock @ error|0 w|0,1047,8.611001914
Ok Clock @ error|0 w|0,1048,8.622902858
Ok Clock @ error|0 w|0,1049,8.631960658
Ok Clock @ error|0 w|0,1050,8.640423883
Ok Clock @ error|0 w|0,1051,8.647571141
Ok Clock @ error|0 w|0,1052,8.652605945
Ok Clock @ error|0 w|0,1053,8.656318974
Ok Clock @ error|0 w|0,1054,8.660395538
Ok Clock @ error|0 w|0,1055,8.665471213
Ok Clock @ error|0 w|0,1056,8.670800426
Ok Clock @ error|0 w|0,1057,8.676952341
Ok Clock @ error|0 w|0,1058,8.690258263
Ok Clock @ error|0 w|0,1059,8.712763721
Ok Clock @ error|0 w|0,1060,8.733811684
Ok Clock @ error|0 w|0,1061,8.747818998
Ok Clock @ error|0 w|0,1062,8.760143797
Ok Clock @ error|0 w|0,1063,8.773693290
Ok Clock @ error|0 w|0,1064,8.786165452
Ok Clock @ error|0 w|0,1065,8.795327443
Ok Clock @ error|0 w|0,1066,8.801311758
Ok Clock @ error|0 w|0,1067,8.805462224
Ok Clock @ error|0 w|0,1068,8.809945917
Ok Clock @ error|0 w|0,1069,8.816201556
Ok Clock @ error|0 w|0,1070,8.822759092
Ok Clock @ error|0 w|0,1071,8.827802259
Ok Clock @ error|0 w|0,1072,8.831475545
Ok Clock @ error|0 w|0,1073,8.834626088
Ok Clock @ error|0 w|0,1074,8.838427625
Ok Clock @ error|0 w|0,1075,8.843867902
Ok Clock @ error|0 w|0,1076,8.850812553
Ok Clock @ error|0 w|0,1077,8.858391735
Ok Clock @ error|0 w|0,1078,8.865669542
Ok Clock @ error|0 w|0,1079,8.872159228
Ok Clock @ error|0 w|0,1080,8.877540097
Ok Clock @ error|0 w|0,1081,8.881721139
Ok Clock @ error|0 w|0,1082,8.886927736
Ok Clock @ error|0 w|0,1083,8.895910380
Ok Clock @ error|0 w|0,1084,8.907275291
Ok Clock @ error|0 w|0,1085,8.917504260
Ok Clock @ error|0 w|0,1086,8.925118175
Ok Clock @ error|0 w|0,1087,8.930988412
Ok Clock @ error|0 w|0,1088,8.939681732
Ok Clock @ error|0 w|0,1089,8.954482483
Ok Clock @ error|0 w|0,1090,8.970348838
Ok Clock @ error|0 w|0,1091,8.981725121
Ok Clock @ error|0 w|0,1092,8.989441365
Ok Clock @ error|0 w|0,1093,8.996277082
Ok Clock @ error|0 w|0,1094,9.002925369
Ok Clock @ error|0 w|0,1095,9.008711589
Ok Clock @ error|0 w|0,1096,9.013185301
Ok Clock @ error|0 w|0,1097,9.016400730
Ok Clock @ error|0 w|0,1098,9.019053964
Ok Clock @ error|0 w|0,1099,9.022389216
Ok Clock @ error|0 w|0,1100,9.027009596
Ok Clock @ error|0 w|0,1101,9.033093631
Ok Clock @ error|0 w|0,1102,9.042952494
Ok Clock @ error|0 w|0,1103,9.057999563
Ok Clock @ error|0 w|0,1104,9.074170890
Ok Clock @ error|0 w|0,1105,9.087016076
Ok Clock @ error|0 w|0,1106,9.096668325
Ok Clock @ error|0 w|0,1107,9.104771006
Ok Clock @ error|0 w|0,1108,9.111455050
Ok Clock @ error|0 w|0,1109,9.117427272
Ok Clock @ error|0 w|0,1110,9.128433940
Ok Clock @ error|0 w|0,1111,9.147418511
Ok Clock @ error|0 w|0,1112,9.168312301
Ok Clock @ error|0 w|0,1113,9.185667305
Ok Clock @ error|0 w|0,1114,9.198388670
Ok Clock @ error|0 w|0,1115,9.207889951
Ok Clock @ error|0 w|0,1116,9.215870875
Ok Clock @ error|0 w|0,1117,9.222257723
Ok Clock @ error|0 w|0,1118,9.227886303
Ok Clock @ error|0 w|0,1119,9.235035752
Ok Clock @ error|0 w|0,1120,9.244425493
Ok Clock @ error|0 w|0,1121,9.254445833
Ok Clock @ error|0 w|0,1122,9.262826134
Ok Clock @ error|0 w|0,1123,9.268774575
Ok Clock @ error|0 w|0,1124,9.273082886
Ok Clock @ error|0 w|0,1125,9.276636730
Ok Clock @ error|0 w|0,1126,9.281202302
Ok Clock @ error|0 w|0,1127,9.288645971
Ok Clock @ error|0 w|0,1128,9.298435730
Ok Clock @ error|0 w|0,1129,9.308532773
Ok Clock @ error|0 w|0,1130,9.317092607
Ok Clock @ error|0 w|0,1131,9.323563921
Ok Clock @ error|0 w|0,1132,9.328513353
Ok Clock @ error|0 w|0,1133,9.333285320
Ok Clock @ error|0 w|0,1134,9.338966953
Ok Clock @ error|0 w|0,1135,9.345194745
Ok Clock @ error|0 w|0,1136,9.354167744
Ok Clock @ error|0 w|0,1137,9.371318150
Ok Clock @ error|0 w|0,1138,9.393911912
Ok Clock @ error|0 w|0,1139,9.411809098
Ok Clock @ error|0 w|0,1140,9.424614313
Ok Clock @ error|0 w|0,1141,9.438466004
Ok Clock @ error|0 w|0,1142,9.452531669
Ok Clock @ error|0 w|0,1143,9.463213319
Ok Clock @ error|0 w|0,1144,9.470810860
Ok Clock @ error|0 w|0,1145,9.477114962
Ok Clock @ error|0 w|0,1146,9.482543119
Ok Clock @ error|0 w|0,1147,9.488618624
Ok Clock @ error|0 w|0,1148,9.496490919
Ok Clock @ error|0 w|0,1149,9.503968488
Ok Clock @ error|0 w|0,1150,9.509829594
Ok Clock @ error|0 w|0,1151,9.515051522
Ok Clock @ error|0 w|0,1152,9.520483355
