initialRegeneration,time,"If(Ko+Detected>0 || Rej>0,1,0)"
Ok Clock @ error|0 w|0,1153,9.528543150
Ok Clock @ error|0 w|0,1154,9.541022885
Ok Clock @ error|0 w|0,1155,9.555253075
Ok Clock @ error|0 w|0,1156,9.568161851
Ok Clock @ error|0 w|0,1157,9.579291592
Ok Clock @ error|0 w|0,1158,9.589349613
Ok Clock @ error|0 w|0,1159,9.598538526
Ok Clock @ error|0 w|0,1160,9.606095008
Ok Clock @ error|0 w|0,1161,9.611505460
Ok Clock @ error|0 w|0,1162,9.615304287
Ok Clock @ error|0 w|0,1163,9.618832557
Ok Clock @ error|0 w|0,1164,9.623092239
Ok Clock @ error|0 w|0,1165,9.627646695
Ok Clock @ error|0 w|0,1166,9.632608637
Ok Clock @ error|0 w|0,1167,9.643281783
Ok Clock @ error|0 w|0,1168,9.661699636
Ok Clock @ error|0 w|0,1169,9.679347616
Ok Clock @ error|0 w|0,1170,9.691103698
Ok Clock @ error|0 w|0,1171,9.700431054
Ok Clock @ error|0 w|0,1172,9.710523490
Ok Clock @ error|0 w|0,1173,9.720997400
Ok Clock @ error|0 w|0,1174,9.729911917
Ok Clock @ error|0 w|0,1175,9.736302327
Ok Clock @ error|0 w|0,1176,9.740715751
Ok Clock @ error|0 w|0,1177,9.744889234
Ok Clock @ error|0 w|0,1178,9.751096864
Ok Clock @ error|0 w|0,1179,9.759723650
Ok Clock @ error|0 w|0,1180,9.769312515
Ok Clock @ error|0 w|0,1181,9.778510120
Ok Clock @ error|0 w|0,1182,9.786384278
Ok Clock @ error|0 w|0,1183,9.794072307
Ok Clock @ error|0 w|0,1184,9.803600012
Ok Clock @ error|0 w|0,1185,9.813820284
Ok Clock @ error|0 w|0,1186,9.822091311
Ok Clock @ error|0 w|0,1187,9.827996170
Ok Clock @ error|0 w|0,1188,9.835280860
Ok Clock @ error|0 w|0,1189,9.849831563
Ok Clock @ error|0 w|0,1190,9.869490422
Ok Clock @ error|0 w|0,1191,9.884996144
Ok Clock @ error|0 w|0,1192,9.894832313
Ok Clock @ error|0 w|0,1193,9.903680199
Ok Clock @ error|0 w|0,1194,9.912281644
Ok Clock @ error|0 w|0,1195,9.919268715
Ok Clock @ error|0 w|0,1196,9.925083351
Ok Clock @ error|0 w|0,1197,9.932127940
Ok Clock @ error|0 w|0,1198,9.942449545
Ok Clock @ error|0 w|0,1199,9.954473555
Ok Clock @ error|0 w|0,1200,9.964756484
Ok Clock @ error|0 w|0,1201,9.972351795
Ok Clock @ error|0 w|0,1202,9.978421552
Ok Clock @ error|0 w|0,1203,9.983686344
Ok Clock @ error|0 w|0,1204,9.988603377
Ok Clock @ error|0 w|0,1205,9.996331327
Ok Clock @ error|0 w|0,1206,10.009519447
Ok Clock @ error|0 w|0,1207,10.025357994
Ok Clock @ error|0 w|0,1208,10.039818843
Ok Clock @ error|0 w|0,1209,10.051533795
Ok Clock @ error|0 w|0,1210,10.060986138
Ok Clock @ error|0 w|0,1211,10.069072241
Ok Clock @ error|0 w|0,1212,10.076918431
Ok Clock @ error|0 w|0,1213,10.085258012
Ok Clock @ error|0 w|0,1214,10.093446736
Ok Clock @ error|0 w|0,1215,10.101108980
Ok Clock @ error|0 w|0,1216,10.108549718
Ok Clock @ error|0 w|0,1217,10.115396785
Ok Clock @ error|0 w|0,1218,10.120969776
Ok Clock @ error|0 w|0,1219,10.125134276
Ok Clock @ error|0 w|0,1220,10.128288737
Ok Clock @ error|0 w|0,1221,10.131362651
Ok Clock @ error|0 w|0,1222,10.135370986
Ok Clock @ error|0 w|0,1223,10.140664630
Ok Clock @ error|0 w|0,1224,10.146817668
Ok Clock @ error|0 w|0,1225,10.153577147
Ok Clock @ error|0 w|0,1226,10.162537581
Ok Clock @ error|0 w|0,1227,10.173434100
Ok Clock @ error|0 w|0,1228,10.183015868
Ok Clock @ error|0 w|0,1229,10.191195905
Ok Clock @ error|0 w|0,1230,10.199638041
Ok Clock @ error|0 w|0,1231,10.208904233
Ok Clock @ error|0 w|0,1232,10.222467513
Ok Clock @ error|0 w|0,1233,10.241181561
Ok Clock @ error|0 w|0,1234,10.258114598
Ok Clock @ error|0 w|0,1235,10.270407860
Ok Clock @ error|0 w|0,1236,10.282152337
Ok Clock @ error|0 w|0,1237,10.295012514
Ok Clock @ error|0 w|0,1238,10.307053578
Ok Clock @ error|0 w|0,1239,10.316481821
Ok Clock @ error|0 w|0,1240,10.323304663
Ok Clock @ error|0 w|0,1241,10.328481906
Ok Clock @ error|0 w|0,1242,10.333481166
Ok Clock @ error|0 w|0,1243,10.339377623
Ok Clock @ error|0 w|0,1244,10.345376140
Ok Clock @ error|0 w|0,1245,10.352947504
Ok Clock @ error|0 w|0,1246,10.367423071
Ok Clock @ error|0 w|0,1247,10.387247288
Ok Clock @ error|0 w|0,1248,10.404250559
Ok Clock @ error|0 w|0,1249,10.417526091
Ok Clock @ error|0 w|0,1250,10.431014910
Ok Clock @ error|0 w|0,1251,10.444453017
Ok Clock @ error|0 w|0,1252,10.455557108
Ok Clock @ error|0 w|0,1253,10.464078691
Ok Clock @ error|0 w|0,1254,10.471054584
Ok Clock @ error|0 w|0,1255,10.476859957
Ok Clock @ error|0 w|0,1256,10.481529496
Ok Clock @ error|0 w|0,1257,10.486604873
Ok Clock @ error|0 w|0,1258,10.493951675
Ok Clock @ error|0 w|0,1259,10.503380021
Ok Clock @ error|0 w|0,1260,10.513134006
Ok Clock @ error|0 w|0,1261,10.521738471
Ok Clock @ error|0 w|0,1262,10.531878345
Ok Clock @ error|0 w|0,1263,10.546593709
Ok Clock @ error|0 w|0,1264,10.562082347
Ok Clock @ error|0 w|0,1265,10.573718648
Ok Clock @ error|0 w|0,1266,10.582392028
Ok Clock @ error|0 w|0,1267,10.590730190
Ok Clock @ error|0 w|0,1268,10.599212282
Ok Clock @ error|0 w|0,1269,10.606720103
Ok Clock @ error|0 w|0,1270,10.612414030
Ok Clock @ error|0 w|0,1271,10.616463537
Ok Clock @ error|0 w|0,1272,10.619956319
Ok Clock @ error|0 w|0,1273,10.624395507
Ok Clock @ error|0 w|0,1274,10.630315958
Ok Clock @ error|0 w|0,1275,10.637082861
Ok Clock @ error|0 w|0,1276,10.644118770
Ok Clock @ error|0 w|0,1277,10.651888103
Ok Clock @ error|0 w|0,1278,10.660796545
Ok Clock @ error|0 w|0,1279,10.669717351
Ok Clock @ error|0 w|0,1280,10.677668959
Ok Clock @ error|0 w|0,1281,10.684706378
Ok Clock @ error|0 w|0,1282,10.690945386
Ok Clock @ error|0 w|0,1283,10.697549429
Ok Clock @ error|0 w|0,1284,10.707657014
Ok Clock @ error|0 w|0,1285,10.721551415
Ok Clock @ error|0 w|0,1286,10.734757869
Ok Clock @ error|0 w|0,1287,10.745129674
Ok Clock @ error|0 w|0,1288,10.754294085
Ok Clock @ error|0 w|0,1289,10.762759645
Ok Clock @ error|0 w|0,1290,10.769635837
Ok Clock @ error|0 w|0,1291,10.774905076
Ok Clock @ error|0 w|0,1292,10.780279334
Ok Clock @ error|0 w|0,1293,10.787719049
Ok Clock @ error|0 w|0,1294,10.797374845
Ok Clock @ error|0 w|0,1295,10.807491085
Ok Clock @ error|0 w|0,1296,10.816290929
Ok Clock @ error|0 w|0,1297,10.823431555
Ok Clock @ error|0 w|0,1298,10.829182809
Ok Clock @ error|0 w|0,1299,10.833972034
Ok Clock @ error|0 w|0,1300,10.839532384
Ok Clock @ error|0 w|0,1301,10.847702148
Ok Clock @ error|0 w|0,1302,10.858222543
Ok Clock @ error|0 w|0,1303,10.869426568
Ok Clock @ error|0 w|0,1304,10.879500694
Ok Clock @ error|0 w|0,1305,10.887739838
Ok Clock @ error|0 w|0,1306,10.895074845
Ok Clock @ error|0 w|0,1307,10.902869813
Ok Clock @ error|0 w|0,1308,10.911175110
Ok Clock @ error|0 w|0,1309,10.918767826
Ok Clock @ error|0 w|0,1310,10.927671802
Ok Clock @ error|0 w|0,1311,10.943562589
Ok Clock @ error|0 w|0,1312,10.964363580
Ok Clock @ error|0 w|0,1313,10.980809717
Ok Clock @ error|0 w|0,1314,10.992641857
Ok Clock @ error|0 w|0,1315,11.005613902
Ok Clock @ error|0 w|0,1316,11.019867673
Ok Clock @ error|0 w|0,1317,11.032648555
Ok Clock @ error|0 w|0,1318,11.042810367
Ok Clock @ error|0 w|0,1319,11.050988151
Ok Clock @ error|0 w|0,1320,11.058294836
Ok Clock @ error|0 w|0,1321,11.065932865
Ok Clock @ error|0 w|0,1322,11.074304771
Ok Clock @ error|0 w|0,1323,11.082259062
Ok Clock @ error|0 w|0,1324,11.089285076
Ok Clock @ error|0 w|0,1325,11.096092988
Ok Clock @ error|0 w|0,1326,11.103173348
Ok Clock @ error|0 w|0,1327,11.112102354
Ok Clock @ error|0 w|0,1328,11.123979442
Ok Clock @ error|0 w|0,1329,11.136006205
Ok Clock @ error|0 w|0,1330,11.145756728
Ok Clock @ error|0 w|0,1331,11.154495988
Ok Clock @ error|0 w|0,1332,11.163652523
Ok Clock @ error|0 w|0,1333,11.172648989
Ok Clock @ error|0 w|0,1334,11.180219800
Ok Clock @ error|0 w|0,1335,11.186421256
Ok Clock @ error|0 w|0,1336,11.193080160
Ok Clock @ error|0 w|0,1337,11.201390420
Ok Clock @ error|0 w|0,1338,11.210155508
Ok Clock @ error|0 w|0,1339,11.217885538
Ok Clock @ error|0 w|0,1340,11.225587942
Ok Clock @ error|0 w|0,1341,11.236653804
Ok Clock @ error|0 w|0,1342,11.251420643
Ok Clock @ error|0 w|0,1343,11.265294533
Ok Clock @ error|0 w|0,1344,11.276100964
Ok Clock @ error|0 w|0,1345,11.286096197
Ok Clock @ error|0 w|0,1346,11.296424209
Ok Clock @ error|0 w|0,1347,11.305839551
Ok Clock @ error|0 w|0,1348,11.313467071
Ok Clock @ error|0 w|0,1349,11.319514810
Ok Clock @ error|0 w|0,1350,11.324374772
Ok Clock @ error|0 w|0,1351,11.329108833
Ok Clock @ error|0 w|0,1352,11.335486687
Ok Clock @ error|0 w|0,1353,11.343919065
Ok Clock @ error|0 w|0,1354,11.353281306
Ok Clock @ error|0 w|0,1355,11.362909230
Ok Clock @ error|0 w|0,1356,11.373086042
Ok Clock @ error|0 w|0,1357,11.384430735
Ok Clock @ error|0 w|0,1358,11.396931466
Ok Clock @ error|0 w|0,1359,11.409374822
Ok Clock @ error|0 w|0,1360,11.420312518
Ok Clock @ error|0 w|0,1361,11.429215533
Ok Clock @ error|0 w|0,1362,11.436662533
Ok Clock @ error|0 w|0,1363,11.443391189
Ok Clock @ error|0 w|0,1364,11.449449810
Ok Clock @ error|0 w|0,1365,11.454475291
Ok Clock @ error|0 w|0,1366,11.458358006
Ok Clock @ error|0 w|0,1367,11.461552591
Ok Clock @ error|0 w|0,1368,11.464871531
Ok Clock @ error|0 w|0,1369,11.468790468
Ok Clock @ error|0 w|0,1370,11.473427772
Ok Clock @ error|0 w|0,1371,11.480003345
Ok Clock @ error|0 w|0,1372,11.490043446
Ok Clock @ error|0 w|0,1373,11.502895851
Ok Clock @ error|0 w|0,1374,11.515812771
Ok Clock @ error|0 w|0,1375,11.526401141
Ok Clock @ error|0 w|0,1376,11.534719407
Ok Clock @ error|0 w|0,1377,11.541955117
Ok Clock @ error|0 w|0,1378,11.548902938
Ok Clock @ error|0 w|0,1379,11.557765583
Ok Clock @ error|0 w|0,1380,11.570237482
Ok Clock @ error|0 w|0,1381,11.584468070
Ok Clock @ error|0 w|0,1382,11.597945047
Ok Clock @ error|0 w|0,1383,11.609590891
Ok Clock @ error|0 w|0,1384,11.619412650
Ok Clock @ error|0 w|0,1385,11.627746356
Ok Clock @ error|0 w|0,1386,11.634604152
Ok Clock @ error|0 w|0,1387,11.640467435
Ok Clock @ error|0 w|0,1388,11.646937232
Ok Clock @ error|0 w|0,1389,11.657889330
Ok Clock @ error|0 w|0,1390,11.675563499
Ok Clock @ error|0 w|0,1391,11.694116943
Ok Clock @ error|0 w|0,1392,11.707603503
Ok Clock @ error|0 w|0,1393,11.719216692
Ok Clock @ error|0 w|0,1394,11.732449903
Ok Clock @ error|0 w|0,1395,11.744900630
Ok Clock @ error|0 w|0,1396,11.755141497
Ok Clock @ error|0 w|0,1397,11.764808994
Ok Clock @ error|0 w|0,1398,11.774586150
Ok Clock @ error|0 w|0,1399,11.783353278
Ok Clock @ error|0 w|0,1400,11.790344902
Ok Clock @ error|0 w|0,1401,11.796195115
Ok Clock @ error|0 w|0,1402,11.802212562
Ok Clock @ error|0 w|0,1403,11.808899733
Ok Clock @ error|0 w|0,1404,11.815638965
Ok Clock @ error|0 w|0,1405,11.823098671
Ok Clock @ error|0 w|0,1406,11.834646860
Ok Clock @ error|0 w|0,1407,11.850561763
Ok Clock @ error|0 w|0,1408,11.865434040
Ok Clock @ error|0 w|0,1409,11.877208320
Ok Clock @ error|0 w|0,1410,11.889243444
Ok Clock @ error|0 w|0,1411,11.902629254
Ok Clock @ error|0 w|0,1412,11.915086898
Ok Clock @ error|0 w|0,1413,11.925023841
Ok Clock @ error|0 w|0,1414,11.932768637
Ok Clock @ error|0 w|0,1415,11.939291150
Ok Clock @ error|0 w|0,1416,11.945927499
Ok Clock @ error|0 w|0,1417,11.953520977
Ok Clock @ error|0 w|0,1418,11.961053641
Ok Clock @ error|0 w|0,1419,11.967429988
Ok Clock @ error|0 w|0,1420,11.972982334
Ok Clock @ error|0 w|0,1421,11.978397594
Ok Clock @ error|0 w|0,1422,11.984447512
Ok Clock @ error|0 w|0,1423,11.991765171
Ok Clock @ error|0 w|0,1424,12.000023180
Ok Clock @ error|0 w|0,1425,12.008461212
Ok Clock @ error|0 w|0,1426,12.016664873
Ok Clock @ error|0 w|0,1427,12.024546496
Ok Clock @ error|0 w|0,1428,12.031872181
Ok Clock @ error|0 w|0,1429,12.038436768
Ok Clock @ error|0 w|0,1430,12.045318701
Ok Clock @ error|0 w|0,1431,12.053923455
Ok Clock @ error|0 w|0,1432,12.063649007
Ok Clock @ error|0 w|0,1433,12.072852721
Ok Clock @ error|0 w|0,1434,12.080816094
Ok Clock @ error|0 w|0,1435,12.088181707
Ok Clock @ error|0 w|0,1436,12.097621708
Ok Clock @ error|0 w|0,1437,12.110641236
Ok Clock @ error|0 w|0,1438,12.123960873
Ok Clock @ error|0 w|0,1439,12.134443040
Ok Clock @ error|0 w|0,1440,12.143061152
Ok Clock @ error|0 w|0,1441,12.151745620
Ok Clock @ error|0 w|0,1442,12.160621597
Ok Clock @ error|0 w|0,1443,12.168705736
Ok Clock @ error|0 w|0,1444,12.175347856
Ok Clock @ error|0 w|0,1445,12.180510590
Ok Clock @ error|0 w|0,1446,12.184944817
Ok Clock @ error|0 w|0,1447,12.190061092
Ok Clock @ error|0 w|0,1448,12.196528213
Ok Clock @ error|0 w|0,1449,12.204402148
Ok Clock @ error|0 w|0,1450,12.214627794
Ok Clock @ error|0 w|0,1451,12.227328835
Ok Clock @ error|0 w|0,1452,12.240352589
Ok Clock @ error|0 w|0,1453,12.251985167
Ok Clock @ error|0 w|0,1454,12.262382005
Ok Clock @ error|0 w|0,1455,12.271819872
Ok Clock @ error|0 w|0,1456,12.279873891
Ok Clock @ error|0 w|0,1457,12.287382678
Ok Clock @ error|0 w|0,1458,12.297589207
Ok Clock @ error|0 w|0,1459,12.311550990
Ok Clock @ error|0 w|0,1460,12.325855436
Ok Clock @ error|0 w|0,1461,12.337893952
Ok Clock @ error|0 w|0,1462,12.347967094
Ok Clock @ error|0 w|0,1463,12.357028958
Ok Clock @ error|0 w|0,1464,12.365368846
Ok Clock @ error|0 w|0,1465,12.372685042
Ok Clock @ error|0 w|0,1466,12.379785477
Ok Clock @ error|0 w|0,1467,12.388436973
Ok Clock @ error|0 w|0,1468,12.398929010
Ok Clock @ error|0 w|0,1469,12.409644870
Ok Clock @ error|0 w|0,1470,12.418877389
Ok Clock @ error|0 w|0,1471,12.426326135
Ok Clock @ error|0 w|0,1472,12.432674428
Ok Clock @ error|0 w|0,1473,12.438512317
Ok Clock @ error|0 w|0,1474,12.445025506
Ok Clock @ error|0 w|0,1475,12.453531001
Ok Clock @ error|0 w|0,1476,12.463637518
Ok Clock @ error|0 w|0,1477,12.473930304
Ok Clock @ error|0 w|0,1478,12.483337643
Ok Clock @ error|0 w|0,1479,12.491538093
Ok Clock @ error|0 w|0,1480,12.498772471
Ok Clock @ error|0 w|0,1481,12.505663894
Ok Clock @ error|0 w|0,1482,12.512771500
Ok Clock @ error|0 w|0,1483,12.520164577
Ok Clock @ error|0 w|0,1484,12.529125104
Ok Clock @ error|0 w|0,1485,12.541593702
Ok Clock @ error|0 w|0,1486,12.555770877
Ok Clock @ error|0 w|0,1487,12.567878523
Ok Clock @ error|0 w|0,1488,12.578445285
Ok Clock @ error|0 w|0,1489,12.589856150
Ok Clock @ error|0 w|0,1490,12.601140847
Ok Clock @ error|0 w|0,1491,12.610581593
Ok Clock @ error|0 w|0,1492,12.618689887
Ok Clock @ error|0 w|0,1493,12.626398091
Ok Clock @ error|0 w|0,1494,12.633706643
Ok Clock @ error|0 w|0,1495,12.641133307
Ok Clock @ error|0 w|0,1496,12.649130159
Ok Clock @ error|0 w|0,1497,12.656810072
Ok Clock @ error|0 w|0,1498,12.663866411
Ok Clock @ error|0 w|0,1499,12.670896703
Ok Clock @ error|0 w|0,1500,12.678371438
Ok Clock @ error|0 w|0,1501,12.687605172
Ok Clock @ error|0 w|0,1502,12.699358766
Ok Clock @ error|0 w|0,1503,12.711775382
Ok Clock @ error|0 w|0,1504,12.723170399
Ok Clock @ error|0 w|0,1505,12.733990604
Ok Clock @ error|0 w|0,1506,12.744942152
Ok Clock @ error|0 w|0,1507,12.755590412
Ok Clock @ error|0 w|0,1508,12.764831796
Ok Clock @ error|0 w|0,1509,12.772154145
Ok Clock @ error|0 w|0,1510,12.778046451
Ok Clock @ error|0 w|0,1511,12.783618823
Ok Clock @ error|0 w|0,1512,12.789663254
Ok Clock @ error|0 w|0,1513,12.795759847
Ok Clock @ error|0 w|0,1514,12.802134860
Ok Clock @ error|0 w|0,1515,12.811587929
Ok Clock @ error|0 w|0,1516,12.824704745
Ok Clock @ error|0 w|0,1517,12.837400047
Ok Clock @ error|0 w|0,1518,12.847672975
Ok Clock @ error|0 w|0,1519,12.857525318
Ok Clock @ error|0 w|0,1520,12.868335972
Ok Clock @ error|0 w|0,1521,12.879310539
Ok Clock @ error|0 w|0,1522,12.889020592
Ok Clock @ error|0 w|0,1523,12.896894483
Ok Clock @ error|0 w|0,1524,12.903337223
Ok Clock @ error|0 w|0,1525,12.909473488
Ok Clock @ error|0 w|0,1526,12.916776036
Ok Clock @ error|0 w|0,1527,12.925650249
Ok Clock @ error|0 w|0,1528,12.935284933
Ok Clock @ error|0 w|0,1529,12.944783682
Ok Clock @ error|0 w|0,1530,12.953574909
Ok Clock @ error|0 w|0,1531,12.962494470
Ok Clock @ error|0 w|0,1532,12.972844694
Ok Clock @ error|0 w|0,1533,12.983560485
Ok Clock @ error|0 w|0,1534,12.992619324
Ok Clock @ error|0 w|0,1535,13.000082743
Ok Clock @ error|0 w|0,1536,13.008480228
Ok Clock @ error|0 w|0,1537,13.020184413
Ok Clock @ error|0 w|0,1538,13.033467849
Ok Clock @ error|0 w|0,1539,13.044493858
Ok Clock @ error|0 w|0,1540,13.052992644
Ok Clock @ error|0 w|0,1541,13.061028912
Ok Clock @ error|0 w|0,1542,13.069025751
Ok Clock @ error|0 w|0,1543,13.076463206
Ok Clock @ error|0 w|0,1544,13.083698266
Ok Clock @ error|0 w|0,1545,13.092051655
Ok Clock @ error|0 w|0,1546,13.102342110
Ok Clock @ error|0 w|0,1547,13.113403865
Ok Clock @ error|0 w|0,1548,13.123341588
Ok Clock @ error|0 w|0,1549,13.131768884
Ok Clock @ error|0 w|0,1550,13.139336547
Ok Clock @ error|0 w|0,1551,13.146248388
Ok Clock @ error|0 w|0,1552,13.152895516
Ok Clock @ error|0 w|0,1553,13.161275053
Ok Clock @ error|0 w|0,1554,13.172707329
Ok Clock @ error|0 w|0,1555,13.185425410
Ok Clock @ error|0 w|0,1556,13.197305740
Ok Clock @ error|0 w|0,1557,13.208016576
Ok Clock @ error|0 w|0,1558,13.217870159
Ok Clock @ error|0 w|0,1559,13.226967782
Ok Clock @ error|0 w|0,1560,13.235522752
Ok Clock @ error|0 w|0,1561,13.243960091
Ok Clock @ error|0 w|0,1562,13.252518788
Ok Clock @ error|0 w|0,1563,13.261361917
Ok Clock @ error|0 w|0,1564,13.270360523
Ok Clock @ error|0 w|0,1565,13.278787067
Ok Clock @ error|0 w|0,1566,13.286031346
Ok Clock @ error|0 w|0,1567,13.292063107
Ok Clock @ error|0 w|0,1568,13.297211977
Ok Clock @ error|0 w|0,1569,13.302213045
Ok Clock @ error|0 w|0,1570,13.307920822
Ok Clock @ error|0 w|0,1571,13.314643005
Ok Clock @ error|0 w|0,1572,13.322063541
Ok Clock @ error|0 w|0,1573,13.329971545
Ok Clock @ error|0 w|0,1574,13.338755090
Ok Clock @ error|0 w|0,1575,13.348080951
Ok Clock @ error|0 w|0,1576,13.356996962
Ok Clock @ error|0 w|0,1577,13.365780263
Ok Clock @ error|0 w|0,1578,13.374887563
Ok Clock @ error|0 w|0,1579,13.384541224
Ok Clock @ error|0 w|0,1580,13.396321825
Ok Clock @ error|0 w|0,1581,13.410194547
Ok Clock @ error|0 w|0,1582,13.422929735
Ok Clock @ error|0 w|0,1583,13.433743839
Ok Clock @ error|0 w|0,1584,13.444973281
Ok Clock @ error|0 w|0,1585,13.457097371
Ok Clock @ error|0 w|0,1586,13.468561839
Ok Clock @ error|0 w|0,1587,13.478297991
Ok Clock @ error|0 w|0,1588,13.486436468
Ok Clock @ error|0 w|0,1589,13.493581906
Ok Clock @ error|0 w|0,1590,13.500515374
Ok Clock @ error|0 w|0,1591,13.507743704
Ok Clock @ error|0 w|0,1592,13.514920666
Ok Clock @ error|0 w|0,1593,13.522887977
Ok Clock @ error|0 w|0,1594,13.533786742
Ok Clock @ error|0 w|0,1595,13.546717264
Ok Clock @ error|0 w|0,1596,13.558878952
Ok Clock @ error|0 w|0,1597,13.570473486
Ok Clock @ error|0 w|0,1598,13.582715608
Ok Clock @ error|0 w|0,1599,13.594730560
Ok Clock @ error|0 w|0,1600,13.605374318
Ok Clock @ error|0 w|0,1601,13.614829883
Ok Clock @ error|0 w|0,1602,13.623559140
Ok Clock @ error|0 w|0,1603,13.631296506
Ok Clock @ error|0 w|0,1604,13.637852583
Ok Clock @ error|0 w|0,1605,13.644249673
Ok Clock @ error|0 w|0,1606,13.651832138
Ok Clock @ error|0 w|0,1607,13.660656865
Ok Clock @ error|0 w|0,1608,13.669607958
Ok Clock @ error|0 w|0,1609,13.678113228
Ok Clock @ error|0 w|0,1610,13.687938800
Ok Clock @ error|0 w|0,1611,13.700433585
Ok Clock @ error|0 w|0,1612,13.713173379
Ok Clock @ error|0 w|0,1613,13.723723449
Ok Clock @ error|0 w|0,1614,13.733010681
Ok Clock @ error|0 w|0,1615,13.742672554
Ok Clock @ error|0 w|0,1616,13.752565337
Ok Clock @ error|0 w|0,1617,13.761521009
Ok Clock @ error|0 w|0,1618,13.768846012
Ok Clock @ error|0 w|0,1619,13.774713150
Ok Clock @ error|0 w|0,1620,13.780055241
Ok Clock @ error|0 w|0,1621,13.786153017
Ok Clock @ error|0 w|0,1622,13.793468418
Ok Clock @ error|0 w|0,1623,13.801464950
Ok Clock @ error|0 w|0,1624,13.809700965
Ok Clock @ error|0 w|0,1625,13.818285773
Ok Clock @ error|0 w|0,1626,13.827372365
Ok Clock @ error|0 w|0,1627,13.836645226
Ok Clock @ error|0 w|0,1628,13.845608676
Ok Clock @ error|0 w|0,1629,13.853937091
Ok Clock @ error|0 w|0,1630,13.861559489
Ok Clock @ error|0 w|0,1631,13.869350111
Ok Clock @ error|0 w|0,1632,13.878878871
Ok Clock @ error|0 w|0,1633,13.889921815
Ok Clock @ error|0 w|0,1634,13.900363976
Ok Clock @ error|0 w|0,1635,13.909473984
Ok Clock @ error|0 w|0,1636,13.918072687
Ok Clock @ error|0 w|0,1637,13.926253012
Ok Clock @ error|0 w|0,1638,13.933485784
Ok Clock @ error|0 w|0,1639,13.939909947
Ok Clock @ error|0 w|0,1640,13.946756517
Ok Clock @ error|0 w|0,1641,13.955295834
Ok Clock @ error|0 w|0,1642,13.965423889
Ok Clock @ error|0 w|0,1643,13.975764737
Ok Clock @ error|0 w|0,1644,13.985091413
Ok Clock @ error|0 w|0,1645,13.993252174
Ok Clock @ error|0 w|0,1646,14.000526507
Ok Clock @ error|0 w|0,1647,14.007238301
Ok Clock @ error|0 w|0,1648,14.014490638
Ok Clock @ error|0 w|0,1649,14.023409906
Ok Clock @ error|0 w|0,1650,14.033731168
Ok Clock @ error|0 w|0,1651,14.044395861
Ok Clock @ error|0 w|0,1652,14.054495712
Ok Clock @ error|0 w|0,1653,14.063736076
Ok Clock @ error|0 w|0,1654,14.072547156
Ok Clock @ error|0 w|0,1655,14.081408770
Ok Clock @ error|0 w|0,1656,14.090162965
Ok Clock @ error|0 w|0,1657,14.098433529
Ok Clock @ error|0 w|0,1658,14.107548308
Ok Clock @ error|0 w|0,1659,14.119670490
Ok Clock @ error|0 w|0,1660,14.133289566
Ok Clock @ error|0 w|0,1661,14.144884523
Ok Clock @ error|0 w|0,1662,14.155007146
Ok Clock @ error|0 w|0,1663,14.166102002
Ok Clock @ error|0 w|0,1664,14.177771346
Ok Clock @ error|0 w|0,1665,14.188500510
Ok Clock @ error|0 w|0,1666,14.198024027
Ok Clock @ error|0 w|0,1667,14.206856729
Ok Clock @ error|0 w|0,1668,14.215398948
Ok Clock @ error|0 w|0,1669,14.223911327
Ok Clock @ error|0 w|0,1670,14.232391135
Ok Clock @ error|0 w|0,1671,14.240531258
Ok Clock @ error|0 w|0,1672,14.248432307
Ok Clock @ error|0 w|0,1673,14.256441107
Ok Clock @ error|0 w|0,1674,14.264734664
Ok Clock @ error|0 w|0,1675,14.274142995
Ok Clock @ error|0 w|0,1676,14.285084511
Ok Clock @ error|0 w|0,1677,14.295920896
Ok Clock @ error|0 w|0,1678,14.305521619
Ok Clock @ error|0 w|0,1679,14.314959547
Ok Clock @ error|0 w|0,1680,14.325039755
Ok Clock @ error|0 w|0,1681,14.334993660
Ok Clock @ error|0 w|0,1682,14.343776227
Ok Clock @ error|0 w|0,1683,14.351451239
Ok Clock @ error|0 w|0,1684,14.359059652
Ok Clock @ error|0 w|0,1685,14.367296065
Ok Clock @ error|0 w|0,1686,14.375790880
Ok Clock @ error|0 w|0,1687,14.383873879
Ok Clock @ error|0 w|0,1688,14.392038022
Ok Clock @ error|0 w|0,1689,14.401801854
Ok Clock @ error|0 w|0,1690,14.413084904
Ok Clock @ error|0 w|0,1691,14.423925674
Ok Clock @ error|0 w|0,1692,14.433747268
Ok Clock @ error|0 w|0,1693,14.443670906
Ok Clock @ error|0 w|0,1694,14.453885284
Ok Clock @ error|0 w|0,1695,14.463447907
Ok Clock @ error|0 w|0,1696,14.471886581
Ok Clock @ error|0 w|0,1697,14.479352543
Ok Clock @ error|0 w|0,1698,14.485993483
Ok Clock @ error|0 w|0,1699,14.492420029
Ok Clock @ error|0 w|0,1700,14.499763893
Ok Clock @ error|0 w|0,1701,14.508366489
Ok Clock @ error|0 w|0,1702,14.517611484
Ok Clock @ error|0 w|0,1703,14.527013425
Ok Clock @ error|0 w|0,1704,14.536598690
Ok Clock @ error|0 w|0,1705,14.546930095
Ok Clock @ error|0 w|0,1706,14.558374499
Ok Clock @ error|0 w|0,1707,14.570007836
Ok Clock @ error|0 w|0,1708,14.580524080
Ok Clock @ error|0 w|0,1709,14.589732718
Ok Clock @ error|0 w|0,1710,14.598353863
