initialRegeneration,time,"If(Ko+Detected>0 || Rej>0,1,0)"
Ok Clock @ error|0 w|0,572,4.416236730
Ok Clock @ error|0 w|0,573,4.417323705
Ok Clock @ error|0 w|0,574,4.418011337
Ok Clock @ error|0 w|0,575,4.418636940
Ok Clock @ error|0 w|0,576,4.419257152
Ok Clock @ error|0 w|0,577,4.419880878
Ok Clock @ error|0 w|0,578,4.420509927
Ok Clock @ error|0 w|0,579,4.421145289
Ok Clock @ error|0 w|0,580,4.421787847
Ok Clock @ error|0 w|0,581,4.425797948
Ok Clock @ error|0 w|0,582,4.435782170
Ok Clock @ error|0 w|0,583,4.485389775
Ok Clock @ error|0 w|0,584,4.578565262
Ok Clock @ error|0 w|0,585,4.647772067
Ok Clock @ error|0 w|0,586,4.670802562
Ok Clock @ error|0 w|0,587,4.675127352
Ok Clock @ error|0 w|0,588,4.676098614
Ok Clock @ error|0 w|0,589,4.680180298
Ok Clock @ error|0 w|0,590,4.690489328
Ok Clock @ error|0 w|0,591,4.702181844
Ok Clock @ error|0 w|0,592,4.709730828
Ok Clock @ error|0 w|0,593,4.719640290
Ok Clock @ error|0 w|0,594,4.739294359
Ok Clock @ error|0 w|0,595,4.760492319
Ok Clock @ error|0 w|0,596,4.773394991
Ok Clock @ error|0 w|0,597,4.778450237
Ok Clock @ error|0 w|0,598,4.780070902
Ok Clock @ error|0 w|0,599,4.780808458
Ok Clock @ error|0 w|0,600,4.781399810
Ok Clock @ error|0 w|0,601,4.781973117
Ok Clock @ error|0 w|0,602,4.782544125
Ok Clock @ error|0 w|0,603,4.783115516
Ok Clock @ error|0 w|0,604,4.783688791
Ok Clock @ error|0 w|0,605,4.784265280
Ok Clock @ error|0 w|0,606,4.784846177
Ok Clock @ error|0 w|0,607,4.785432515
Ok Clock @ error|0 w|0,608,4.786025166
Ok Clock @ error|0 w|0,609,4.786624842
Ok Clock @ error|0 w|0,610,4.787386647
Ok Clock @ error|0 w|0,611,4.788490895
Ok Clock @ error|0 w|0,612,4.789763795
Ok Clock @ error|0 w|0,613,4.790881445
Ok Clock @ error|0 w|0,614,4.793629585
Ok Clock @ error|0 w|0,615,4.800292382
Ok Clock @ error|0 w|0,616,4.825651485
Ok Clock @ error|0 w|0,617,4.875613694
Ok Clock @ error|0 w|0,618,4.922887801
Ok Clock @ error|0 w|0,619,4.948930331
Ok Clock @ error|0 w|0,620,4.959977326
Ok Clock @ error|0 w|0,621,4.964738816
Ok Clock @ error|0 w|0,622,4.966920612
Ok Clock @ error|0 w|0,623,4.968014702
Ok Clock @ error|0 w|0,624,4.968744513
Ok Clock @ error|0 w|0,625,4.969386469
Ok Clock @ error|0 w|0,626,4.971840845
Ok Clock @ error|0 w|0,627,4.978249765
Ok Clock @ error|0 w|0,628,4.986560929
Ok Clock @ error|0 w|0,629,4.992948220
Ok Clock @ error|0 w|0,630,4.996317037
Ok Clock @ error|0 w|0,631,4.997822620
Ok Clock @ error|0 w|0,632,4.998646208
Ok Clock @ error|0 w|0,633,4.999308183
Ok Clock @ error|0 w|0,634,4.999947218
Ok Clock @ error|0 w|0,635,5.000588048
Ok Clock @ error|0 w|0,636,5.001234207
Ok Clock @ error|0 w|0,637,5.001886607
Ok Clock @ error|0 w|0,638,5.002545912
Ok Clock @ error|0 w|0,639,5.003212733
Ok Clock @ error|0 w|0,640,5.003887631
Ok Clock @ error|0 w|0,641,5.004571111
Ok Clock @ error|0 w|0,642,5.005263622
Ok Clock @ error|0 w|0,643,5.007015408
Ok Clock @ error|0 w|0,644,5.010641031
Ok Clock @ error|0 w|0,645,5.014598685
Ok Clock @ error|0 w|0,646,5.017251812
Ok Clock @ error|0 w|0,647,5.018891701
Ok Clock @ error|0 w|0,648,5.020567714
Ok Clock @ error|0 w|0,649,5.022543448
Ok Clock @ error|0 w|0,650,5.024385899
Ok Clock @ error|0 w|0,651,5.032226472
Ok Clock @ error|0 w|0,652,5.051424839
Ok Clock @ error|0 w|0,653,5.108998946
Ok Clock @ error|0 w|0,654,5.204256484
Ok Clock @ error|0 w|0,655,5.274456973
Ok Clock @ error|0 w|0,656,5.299476805
Ok Clock @ error|0 w|0,657,5.305188368
Ok Clock @ error|0 w|0,658,5.306678391
Ok Clock @ error|0 w|0,659,5.307515817
Ok Clock @ error|0 w|0,660,5.308256599
Ok Clock @ error|0 w|0,661,5.308976853
Ok Clock @ error|0 w|0,662,5.309687332
Ok Clock @ error|0 w|0,663,5.313382423
Ok Clock @ error|0 w|0,664,5.322423582
Ok Clock @ error|0 w|0,665,5.332476032
Ok Clock @ error|0 w|0,666,5.338852920
Ok Clock @ error|0 w|0,667,5.341667017
Ok Clock @ error|0 w|0,668,5.342888229
Ok Clock @ error|0 w|0,669,5.343684335
Ok Clock @ error|0 w|0,670,5.344407712
Ok Clock @ error|0 w|0,671,5.345125743
Ok Clock @ error|0 w|0,672,5.346427764
Ok Clock @ error|0 w|0,673,5.348989917
Ok Clock @ error|0 w|0,674,5.359936079
Ok Clock @ error|0 w|0,675,5.382589040
Ok Clock @ error|0 w|0,676,5.405802947
Ok Clock @ error|0 w|0,677,5.422343923
Ok Clock @ error|0 w|0,678,5.449170701
Ok Clock @ error|0 w|0,679,5.496652599
Ok Clock @ error|0 w|0,680,5.540258748
Ok Clock @ error|0 w|0,681,5.561974653
Ok Clock @ error|0 w|0,682,5.568701938
Ok Clock @ error|0 w|0,683,5.570478325
Ok Clock @ error|0 w|0,684,5.573030143
Ok Clock @ error|0 w|0,685,5.579211576
Ok Clock @ error|0 w|0,686,5.587220882
Ok Clock @ error|0 w|0,687,5.593448263
Ok Clock @ error|0 w|0,688,5.598527929
Ok Clock @ error|0 w|0,689,5.605516506
Ok Clock @ error|0 w|0,690,5.613607636
Ok Clock @ error|0 w|0,691,5.619720925
Ok Clock @ error|0 w|0,692,5.622971129
Ok Clock @ error|0 w|0,693,5.634798500
Ok Clock @ error|0 w|0,694,5.656302455
Ok Clock @ error|0 w|0,695,5.670278671
Ok Clock @ error|0 w|0,696,5.674159435
Ok Clock @ error|0 w|0,697,5.675036828
Ok Clock @ error|0 w|0,698,5.675612871
Ok Clock @ error|0 w|0,699,5.676171714
Ok Clock @ error|0 w|0,700,5.676716059
Ok Clock @ error|0 w|0,701,5.677249263
Ok Clock @ error|0 w|0,702,5.677775017
Ok Clock @ error|0 w|0,703,5.678296929
Ok Clock @ error|0 w|0,704,5.678818247
Ok Clock @ error|0 w|0,705,5.679442942
Ok Clock @ error|0 w|0,706,5.680330334
Ok Clock @ error|0 w|0,707,5.681417957
Ok Clock @ error|0 w|0,708,5.682455366
Ok Clock @ error|0 w|0,709,5.683911095
Ok Clock @ error|0 w|0,710,5.686772719
Ok Clock @ error|0 w|0,711,5.695220948
Ok Clock @ error|0 w|0,712,5.712047697
Ok Clock @ error|0 w|0,713,5.733332637
Ok Clock @ error|0 w|0,714,5.753631005
Ok Clock @ error|0 w|0,715,5.768437468
Ok Clock @ error|0 w|0,716,5.776320804
Ok Clock @ error|0 w|0,717,5.779519704
Ok Clock @ error|0 w|0,718,5.780778013
Ok Clock @ error|0 w|0,719,5.781501504
Ok Clock @ error|0 w|0,720,5.782119154
Ok Clock @ error|0 w|0,721,5.785789347
Ok Clock @ error|0 w|0,722,5.795174612
Ok Clock @ error|0 w|0,723,5.806072376
Ok Clock @ error|0 w|0,724,5.813400948
Ok Clock @ error|0 w|0,725,5.816830199
Ok Clock @ error|0 w|0,726,5.818278503
Ok Clock @ error|0 w|0,727,5.819085688
Ok Clock @ error|0 w|0,728,5.819744804
Ok Clock @ error|0 w|0,729,5.820381120
Ok Clock @ error|0 w|0,730,5.821019763
Ok Clock @ error|0 w|0,731,5.821665341
Ok Clock @ error|0 w|0,732,5.822319100
Ok Clock @ error|0 w|0,733,5.822981827
Ok Clock @ error|0 w|0,734,5.824469107
Ok Clock @ error|0 w|0,735,5.827729818
Ok Clock @ error|0 w|0,736,5.846426224
Ok Clock @ error|0 w|0,737,5.887356251
Ok Clock @ error|0 w|0,738,5.966797921
Ok Clock @ error|0 w|0,739,6.072562495
Ok Clock @ error|0 w|0,740,6.135441502
Ok Clock @ error|0 w|0,741,6.150196573
Ok Clock @ error|0 w|0,742,6.153977582
Ok Clock @ error|0 w|0,743,6.156890513
Ok Clock @ error|0 w|0,744,6.160169695
Ok Clock @ error|0 w|0,745,6.162850598
Ok Clock @ error|0 w|0,746,6.167769035
Ok Clock @ error|0 w|0,747,6.179042599
Ok Clock @ error|0 w|0,748,6.207794216
Ok Clock @ error|0 w|0,749,6.255880976
Ok Clock @ error|0 w|0,750,6.298344442
Ok Clock @ error|0 w|0,751,6.319341527
Ok Clock @ error|0 w|0,752,6.325948803
Ok Clock @ error|0 w|0,753,6.327694212
Ok Clock @ error|0 w|0,754,6.328434778
Ok Clock @ error|0 w|0,755,6.329026887
Ok Clock @ error|0 w|0,756,6.329595549
Ok Clock @ error|0 w|0,757,6.330156050
Ok Clock @ error|0 w|0,758,6.331485241
Ok Clock @ error|0 w|0,759,6.334485497
Ok Clock @ error|0 w|0,760,6.338292442
Ok Clock @ error|0 w|0,761,6.341293577
Ok Clock @ error|0 w|0,762,6.343024790
Ok Clock @ error|0 w|0,763,6.343987361
Ok Clock @ error|0 w|0,764,6.344707881
Ok Clock @ error|0 w|0,765,6.345396667
Ok Clock @ error|0 w|0,766,6.346068144
Ok Clock @ error|0 w|0,767,6.347086245
Ok Clock @ error|0 w|0,768,6.349047933
Ok Clock @ error|0 w|0,769,6.355879258
Ok Clock @ error|0 w|0,770,6.370595523
Ok Clock @ error|0 w|0,771,6.387612532
Ok Clock @ error|0 w|0,772,6.400424117
Ok Clock @ error|0 w|0,773,6.412484597
Ok Clock @ error|0 w|0,774,6.429424708
Ok Clock @ error|0 w|0,775,6.446825470
Ok Clock @ error|0 w|0,776,6.457973008
Ok Clock @ error|0 w|0,777,6.462799177
Ok Clock @ error|0 w|0,778,6.464537457
Ok Clock @ error|0 w|0,779,6.465916759
Ok Clock @ error|0 w|0,780,6.468541034
Ok Clock @ error|0 w|0,781,6.472216363
Ok Clock @ error|0 w|0,782,6.475582065
Ok Clock @ error|0 w|0,783,6.480701228
Ok Clock @ error|0 w|0,784,6.490227040
Ok Clock @ error|0 w|0,785,6.500699401
Ok Clock @ error|0 w|0,786,6.507667978
Ok Clock @ error|0 w|0,787,6.510943051
Ok Clock @ error|0 w|0,788,6.515082282
Ok Clock @ error|0 w|0,789,6.522375228
Ok Clock @ error|0 w|0,790,6.528735586
Ok Clock @ error|0 w|0,791,6.531796074
Ok Clock @ error|0 w|0,792,6.532971805
Ok Clock @ error|0 w|0,793,6.533663579
Ok Clock @ error|0 w|0,794,6.534295696
Ok Clock @ error|0 w|0,795,6.534926363
Ok Clock @ error|0 w|0,796,6.536068997
Ok Clock @ error|0 w|0,797,6.538317519
Ok Clock @ error|0 w|0,798,6.547933567
Ok Clock @ error|0 w|0,799,6.567837026
Ok Clock @ error|0 w|0,800,6.586724567
Ok Clock @ error|0 w|0,801,6.596518240
Ok Clock @ error|0 w|0,802,6.600028805
Ok Clock @ error|0 w|0,803,6.601433127
Ok Clock @ error|0 w|0,804,6.603968304
Ok Clock @ error|0 w|0,805,6.609969395
Ok Clock @ error|0 w|0,806,6.631850408
Ok Clock @ error|0 w|0,807,6.674990741
Ok Clock @ error|0 w|0,808,6.717693494
Ok Clock @ error|0 w|0,809,6.744407065
Ok Clock @ error|0 w|0,810,6.758471846
Ok Clock @ error|0 w|0,811,6.765604897
Ok Clock @ error|0 w|0,812,6.768909336
Ok Clock @ error|0 w|0,813,6.770387094
Ok Clock @ error|0 w|0,814,6.771226293
Ok Clock @ error|0 w|0,815,6.771904639
Ok Clock @ error|0 w|0,816,6.774030439
Ok Clock @ error|0 w|0,817,6.779386900
Ok Clock @ error|0 w|0,818,6.786374921
Ok Clock @ error|0 w|0,819,6.791882240
Ok Clock @ error|0 w|0,820,6.794933839
Ok Clock @ error|0 w|0,821,6.796406182
Ok Clock @ error|0 w|0,822,6.797263475
Ok Clock @ error|0 w|0,823,6.797959176
Ok Clock @ error|0 w|0,824,6.798627579
Ok Clock @ error|0 w|0,825,6.799385270
Ok Clock @ error|0 w|0,826,6.800373838
Ok Clock @ error|0 w|0,827,6.802819626
Ok Clock @ error|0 w|0,828,6.807723441
Ok Clock @ error|0 w|0,829,6.813759585
Ok Clock @ error|0 w|0,830,6.819462863
Ok Clock @ error|0 w|0,831,6.832132715
Ok Clock @ error|0 w|0,832,6.858774742
Ok Clock @ error|0 w|0,833,6.905903172
Ok Clock @ error|0 w|0,834,6.966938488
Ok Clock @ error|0 w|0,835,7.011435877
Ok Clock @ error|0 w|0,836,7.029211074
Ok Clock @ error|0 w|0,837,7.034396019
Ok Clock @ error|0 w|0,838,7.037087596
Ok Clock @ error|0 w|0,839,7.039848861
Ok Clock @ error|0 w|0,840,7.042327726
Ok Clock @ error|0 w|0,841,7.045119974
Ok Clock @ error|0 w|0,842,7.049958244
Ok Clock @ error|0 w|0,843,7.060286377
Ok Clock @ error|0 w|0,844,7.077325196
Ok Clock @ error|0 w|0,845,7.094512802
Ok Clock @ error|0 w|0,846,7.107862526
Ok Clock @ error|0 w|0,847,7.118568711
Ok Clock @ error|0 w|0,848,7.125586736
Ok Clock @ error|0 w|0,849,7.128684690
Ok Clock @ error|0 w|0,850,7.129857781
Ok Clock @ error|0 w|0,851,7.130552696
Ok Clock @ error|0 w|0,852,7.131184888
Ok Clock @ error|0 w|0,853,7.132722747
Ok Clock @ error|0 w|0,854,7.135990157
Ok Clock @ error|0 w|0,855,7.139776395
Ok Clock @ error|0 w|0,856,7.142536779
Ok Clock @ error|0 w|0,857,7.144107890
Ok Clock @ error|0 w|0,858,7.145174713
Ok Clock @ error|0 w|0,859,7.146323155
Ok Clock @ error|0 w|0,860,7.147586808
Ok Clock @ error|0 w|0,861,7.148723396
Ok Clock @ error|0 w|0,862,7.149785707
Ok Clock @ error|0 w|0,863,7.151136700
Ok Clock @ error|0 w|0,864,7.154243400
Ok Clock @ error|0 w|0,865,7.160579127
Ok Clock @ error|0 w|0,866,7.170004405
Ok Clock @ error|0 w|0,867,7.181203714
Ok Clock @ error|0 w|0,868,7.204621836
Ok Clock @ error|0 w|0,869,7.246150302
Ok Clock @ error|0 w|0,870,7.285098768
Ok Clock @ error|0 w|0,871,7.305762757
Ok Clock @ error|0 w|0,872,7.313011068
Ok Clock @ error|0 w|0,873,7.315218621
Ok Clock @ error|0 w|0,874,7.316984420
Ok Clock @ error|0 w|0,875,7.320338299
Ok Clock @ error|0 w|0,876,7.324731137
Ok Clock @ error|0 w|0,877,7.328461572
Ok Clock @ error|0 w|0,878,7.332202835
Ok Clock @ error|0 w|0,879,7.337971191
Ok Clock @ error|0 w|0,880,7.344811193
Ok Clock @ error|0 w|0,881,7.350113405
Ok Clock @ error|0 w|0,882,7.353076325
Ok Clock @ error|0 w|0,883,7.355089452
Ok Clock @ error|0 w|0,884,7.357472319
Ok Clock @ error|0 w|0,885,7.359855438
Ok Clock @ error|0 w|0,886,7.361538754
Ok Clock @ error|0 w|0,887,7.362762326
Ok Clock @ error|0 w|0,888,7.364147501
Ok Clock @ error|0 w|0,889,7.369393931
Ok Clock @ error|0 w|0,890,7.381574264
Ok Clock @ error|0 w|0,891,7.411651541
Ok Clock @ error|0 w|0,892,7.460014552
Ok Clock @ error|0 w|0,893,7.502305844
Ok Clock @ error|0 w|0,894,7.529483553
Ok Clock @ error|0 w|0,895,7.547395246
Ok Clock @ error|0 w|0,896,7.557845450
Ok Clock @ error|0 w|0,897,7.562749205
Ok Clock @ error|0 w|0,898,7.564947839
Ok Clock @ error|0 w|0,899,7.567163358
Ok Clock @ error|0 w|0,900,7.571594652
Ok Clock @ error|0 w|0,901,7.585001109
Ok Clock @ error|0 w|0,902,7.611883662
Ok Clock @ error|0 w|0,903,7.641750417
Ok Clock @ error|0 w|0,904,7.662637146
Ok Clock @ error|0 w|0,905,7.673643249
Ok Clock @ error|0 w|0,906,7.678912107
Ok Clock @ error|0 w|0,907,7.681474719
Ok Clock @ error|0 w|0,908,7.685193047
Ok Clock @ error|0 w|0,909,7.691694209
Ok Clock @ error|0 w|0,910,7.697357771
Ok Clock @ error|0 w|0,911,7.700614076
Ok Clock @ error|0 w|0,912,7.703438056
Ok Clock @ error|0 w|0,913,7.706756396
Ok Clock @ error|0 w|0,914,7.709766970
Ok Clock @ error|0 w|0,915,7.711823526
Ok Clock @ error|0 w|0,916,7.713069547
Ok Clock @ error|0 w|0,917,7.713916836
Ok Clock @ error|0 w|0,918,7.714635023
Ok Clock @ error|0 w|0,919,7.715323872
Ok Clock @ error|0 w|0,920,7.716076068
Ok Clock @ error|0 w|0,921,7.717031364
Ok Clock @ error|0 w|0,922,7.719042270
Ok Clock @ error|0 w|0,923,7.723053359
Ok Clock @ error|0 w|0,924,7.728301982
Ok Clock @ error|0 w|0,925,7.733236719
Ok Clock @ error|0 w|0,926,7.739723998
Ok Clock @ error|0 w|0,927,7.751150397
Ok Clock @ error|0 w|0,928,7.770320544
Ok Clock @ error|0 w|0,929,7.795653358
Ok Clock @ error|0 w|0,930,7.817494414
Ok Clock @ error|0 w|0,931,7.829538798
Ok Clock @ error|0 w|0,932,7.834425175
Ok Clock @ error|0 w|0,933,7.836715025
Ok Clock @ error|0 w|0,934,7.838595127
Ok Clock @ error|0 w|0,935,7.840355742
Ok Clock @ error|0 w|0,936,7.843287240
Ok Clock @ error|0 w|0,937,7.849283903
Ok Clock @ error|0 w|0,938,7.863347608
Ok Clock @ error|0 w|0,939,7.886551291
Ok Clock @ error|0 w|0,940,7.907997656
Ok Clock @ error|0 w|0,941,7.920901579
Ok Clock @ error|0 w|0,942,7.928362354
Ok Clock @ error|0 w|0,943,7.933172086
Ok Clock @ error|0 w|0,944,7.935916456
Ok Clock @ error|0 w|0,945,7.937326409
Ok Clock @ error|0 w|0,946,7.938215458
Ok Clock @ error|0 w|0,947,7.938982271
Ok Clock @ error|0 w|0,948,7.940156417
Ok Clock @ error|0 w|0,949,7.942417456
Ok Clock @ error|0 w|0,950,7.945556779
Ok Clock @ error|0 w|0,951,7.951961953
Ok Clock @ error|0 w|0,952,7.964170551
Ok Clock @ error|0 w|0,953,7.992465878
Ok Clock @ error|0 w|0,954,8.037139223
Ok Clock @ error|0 w|0,955,8.072224829
Ok Clock @ error|0 w|0,956,8.086603714
Ok Clock @ error|0 w|0,957,8.090966110
Ok Clock @ error|0 w|0,958,8.093537255
Ok Clock @ error|0 w|0,959,8.099959155
Ok Clock @ error|0 w|0,960,8.113435243
Ok Clock @ error|0 w|0,961,8.129856959
Ok Clock @ error|0 w|0,962,8.144004154
Ok Clock @ error|0 w|0,963,8.161138952
Ok Clock @ error|0 w|0,964,8.187870988
Ok Clock @ error|0 w|0,965,8.215854700
Ok Clock @ error|0 w|0,966,8.233964056
Ok Clock @ error|0 w|0,967,8.241867070
Ok Clock @ error|0 w|0,968,8.244634507
Ok Clock @ error|0 w|0,969,8.246246251
Ok Clock @ error|0 w|0,970,8.248692125
Ok Clock @ error|0 w|0,971,8.252010134
Ok Clock @ error|0 w|0,972,8.255113839
Ok Clock @ error|0 w|0,973,8.257740031
Ok Clock @ error|0 w|0,974,8.260681429
Ok Clock @ error|0 w|0,975,8.264055675
Ok Clock @ error|0 w|0,976,8.267039348
Ok Clock @ error|0 w|0,977,8.269093711
Ok Clock @ error|0 w|0,978,8.272596800
Ok Clock @ error|0 w|0,979,8.278852529
Ok Clock @ error|0 w|0,980,8.284680536
Ok Clock @ error|0 w|0,981,8.288315314
Ok Clock @ error|0 w|0,982,8.290732156
Ok Clock @ error|0 w|0,983,8.292863806
Ok Clock @ error|0 w|0,984,8.297310054
Ok Clock @ error|0 w|0,985,8.307080119
Ok Clock @ error|0 w|0,986,8.328458321
Ok Clock @ error|0 w|0,987,8.362682259
Ok Clock @ error|0 w|0,988,8.395752232
Ok Clock @ error|0 w|0,989,8.417550968
Ok Clock @ error|0 w|0,990,8.430088291
Ok Clock @ error|0 w|0,991,8.437221755
Ok Clock @ error|0 w|0,992,8.441134908
Ok Clock @ error|0 w|0,993,8.443282316
Ok Clock @ error|0 w|0,994,8.444984906
Ok Clock @ error|0 w|0,995,8.447456676
Ok Clock @ error|0 w|0,996,8.453252328
Ok Clock @ error|0 w|0,997,8.464556359
Ok Clock @ error|0 w|0,998,8.478966822
Ok Clock @ error|0 w|0,999,8.492397559
Ok Clock @ error|0 w|0,1000,8.502741470
Ok Clock @ error|0 w|0,1001,8.509386346
Ok Clock @ error|0 w|0,1002,8.512895038
Ok Clock @ error|0 w|0,1003,8.515529648
Ok Clock @ error|0 w|0,1004,8.519097517
Ok Clock @ error|0 w|0,1005,8.522728997
Ok Clock @ error|0 w|0,1006,8.525632158
Ok Clock @ error|0 w|0,1007,8.528576717
Ok Clock @ error|0 w|0,1008,8.531780232
Ok Clock @ error|0 w|0,1009,8.534521104
Ok Clock @ error|0 w|0,1010,8.536399173
Ok Clock @ error|0 w|0,1011,8.537693959
Ok Clock @ error|0 w|0,1012,8.538865193
Ok Clock @ error|0 w|0,1013,8.541133105
Ok Clock @ error|0 w|0,1014,8.545398956
Ok Clock @ error|0 w|0,1015,8.550179085
Ok Clock @ error|0 w|0,1016,8.553661024
Ok Clock @ error|0 w|0,1017,8.556091373
Ok Clock @ error|0 w|0,1018,8.558731288
Ok Clock @ error|0 w|0,1019,8.562345347
Ok Clock @ error|0 w|0,1020,8.566990012
Ok Clock @ error|0 w|0,1021,8.578601311
Ok Clock @ error|0 w|0,1022,8.602910090
Ok Clock @ error|0 w|0,1023,8.645433824
Ok Clock @ error|0 w|0,1024,8.700677180
Ok Clock @ error|0 w|0,1025,8.742653471
Ok Clock @ error|0 w|0,1026,8.761377396
Ok Clock @ error|0 w|0,1027,8.767730812
Ok Clock @ error|0 w|0,1028,8.770485663
Ok Clock @ error|0 w|0,1029,8.772633069
Ok Clock @ error|0 w|0,1030,8.774539665
Ok Clock @ error|0 w|0,1031,8.776914911
Ok Clock @ error|0 w|0,1032,8.781148303
Ok Clock @ error|0 w|0,1033,8.789979033
Ok Clock @ error|0 w|0,1034,8.804396415
Ok Clock @ error|0 w|0,1035,8.819088356
Ok Clock @ error|0 w|0,1036,8.828913935
Ok Clock @ error|0 w|0,1037,8.834197137
Ok Clock @ error|0 w|0,1038,8.837158707
Ok Clock @ error|0 w|0,1039,8.838999398
Ok Clock @ error|0 w|0,1040,8.840248118
Ok Clock @ error|0 w|0,1041,8.841292612
Ok Clock @ error|0 w|0,1042,8.843066552
Ok Clock @ error|0 w|0,1043,8.846678327
Ok Clock @ error|0 w|0,1044,8.855675318
Ok Clock @ error|0 w|0,1045,8.871484539
Ok Clock @ error|0 w|0,1046,8.889270373
Ok Clock @ error|0 w|0,1047,8.905984623
Ok Clock @ error|0 w|0,1048,8.928619170
Ok Clock @ error|0 w|0,1049,8.961101804
Ok Clock @ error|0 w|0,1050,8.990650427
Ok Clock @ error|0 w|0,1051,9.006896861
Ok Clock @ error|0 w|0,1052,9.013244775
Ok Clock @ error|0 w|0,1053,9.016282836
Ok Clock @ error|0 w|0,1054,9.021245050
Ok Clock @ error|0 w|0,1055,9.031305841
Ok Clock @ error|0 w|0,1056,9.044351567
Ok Clock @ error|0 w|0,1057,9.055938284
Ok Clock @ error|0 w|0,1058,9.066342845
Ok Clock @ error|0 w|0,1059,9.078867824
Ok Clock @ error|0 w|0,1060,9.092331072
Ok Clock @ error|0 w|0,1061,9.103409098
Ok Clock @ error|0 w|0,1062,9.111374513
Ok Clock @ error|0 w|0,1063,9.121458205
Ok Clock @ error|0 w|0,1064,9.135436979
Ok Clock @ error|0 w|0,1065,9.145910120
Ok Clock @ error|0 w|0,1066,9.150720408
Ok Clock @ error|0 w|0,1067,9.153203073
Ok Clock @ error|0 w|0,1068,9.155340246
Ok Clock @ error|0 w|0,1069,9.158053205
Ok Clock @ error|0 w|0,1070,9.161147642
Ok Clock @ error|0 w|0,1071,9.163782182
Ok Clock @ error|0 w|0,1072,9.165577565
Ok Clock @ error|0 w|0,1073,9.167615694
Ok Clock @ error|0 w|0,1074,9.170924470
Ok Clock @ error|0 w|0,1075,9.174612626
Ok Clock @ error|0 w|0,1076,9.177654628
Ok Clock @ error|0 w|0,1077,9.180073575
Ok Clock @ error|0 w|0,1078,9.182160843
Ok Clock @ error|0 w|0,1079,9.184965527
Ok Clock @ error|0 w|0,1080,9.190076633
Ok Clock @ error|0 w|0,1081,9.200250669
Ok Clock @ error|0 w|0,1082,9.216749646
Ok Clock @ error|0 w|0,1083,9.237458070
Ok Clock @ error|0 w|0,1084,9.259224195
Ok Clock @ error|0 w|0,1085,9.277262032
Ok Clock @ error|0 w|0,1086,9.288318407
Ok Clock @ error|0 w|0,1087,9.293608888
Ok Clock @ error|0 w|0,1088,9.296003677
Ok Clock @ error|0 w|0,1089,9.297823809
Ok Clock @ error|0 w|0,1090,9.300612414
Ok Clock @ error|0 w|0,1091,9.307742959
Ok Clock @ error|0 w|0,1092,9.321642996
Ok Clock @ error|0 w|0,1093,9.337905788
Ok Clock @ error|0 w|0,1094,9.351006095
Ok Clock @ error|0 w|0,1095,9.359898609
Ok Clock @ error|0 w|0,1096,9.365554460
Ok Clock @ error|0 w|0,1097,9.368848926
Ok Clock @ error|0 w|0,1098,9.370896202
Ok Clock @ error|0 w|0,1099,9.372766713
Ok Clock @ error|0 w|0,1100,9.374645604
Ok Clock @ error|0 w|0,1101,9.376470121
Ok Clock @ error|0 w|0,1102,9.378615449
Ok Clock @ error|0 w|0,1103,9.381184933
Ok Clock @ error|0 w|0,1104,9.384716407
Ok Clock @ error|0 w|0,1105,9.390126015
Ok Clock @ error|0 w|0,1106,9.403901537
Ok Clock @ error|0 w|0,1107,9.429555040
Ok Clock @ error|0 w|0,1108,9.466146550
Ok Clock @ error|0 w|0,1109,9.506531163
Ok Clock @ error|0 w|0,1110,9.532707840
Ok Clock @ error|0 w|0,1111,9.542634551
Ok Clock @ error|0 w|0,1112,9.547274310
Ok Clock @ error|0 w|0,1113,9.551892222
Ok Clock @ error|0 w|0,1114,9.557455967
Ok Clock @ error|0 w|0,1115,9.563211989
Ok Clock @ error|0 w|0,1116,9.572601067
Ok Clock @ error|0 w|0,1117,9.590683295
Ok Clock @ error|0 w|0,1118,9.620913530
Ok Clock @ error|0 w|0,1119,9.659837696
Ok Clock @ error|0 w|0,1120,9.692677851
Ok Clock @ error|0 w|0,1121,9.710486348
Ok Clock @ error|0 w|0,1122,9.717502220
Ok Clock @ error|0 w|0,1123,9.720779086
Ok Clock @ error|0 w|0,1124,9.723852599
Ok Clock @ error|0 w|0,1125,9.726809447
Ok Clock @ error|0 w|0,1126,9.729286821
Ok Clock @ error|0 w|0,1127,9.731942762
Ok Clock @ error|0 w|0,1128,9.736162464
Ok Clock @ error|0 w|0,1129,9.742667820
Ok Clock @ error|0 w|0,1130,9.749829222
Ok Clock @ error|0 w|0,1131,9.756119921
Ok Clock @ error|0 w|0,1132,9.761587111
Ok Clock @ error|0 w|0,1133,9.765893958
Ok Clock @ error|0 w|0,1134,9.768656418
Ok Clock @ error|0 w|0,1135,9.770326630
Ok Clock @ error|0 w|0,1136,9.771569692
Ok Clock @ error|0 w|0,1137,9.773305452
Ok Clock @ error|0 w|0,1138,9.776687877
Ok Clock @ error|0 w|0,1139,9.784307847
Ok Clock @ error|0 w|0,1140,9.797632296
Ok Clock @ error|0 w|0,1141,9.813079219
Ok Clock @ error|0 w|0,1142,9.826619778
Ok Clock @ error|0 w|0,1143,9.839913243
Ok Clock @ error|0 w|0,1144,9.855950959
Ok Clock @ error|0 w|0,1145,9.871644003
Ok Clock @ error|0 w|0,1146,9.882231599
