initialRegeneration,time,"If(Ko+Detected>0 || Rej>0,1,0)"
Ok Clock @ error|0 w|0,1147,9.887532347
Ok Clock @ error|0 w|0,1148,9.890220208
Ok Clock @ error|0 w|0,1149,9.893157776
Ok Clock @ error|0 w|0,1150,9.898333051
Ok Clock @ error|0 w|0,1151,9.905708486
Ok Clock @ error|0 w|0,1152,9.913811336
Ok Clock @ error|0 w|0,1153,9.924174922
Ok Clock @ error|0 w|0,1154,9.939116318
Ok Clock @ error|0 w|0,1155,9.954809354
Ok Clock @ error|0 w|0,1156,9.966284982
Ok Clock @ error|0 w|0,1157,9.973354604
Ok Clock @ error|0 w|0,1158,9.979759521
Ok Clock @ error|0 w|0,1159,9.987793484
Ok Clock @ error|0 w|0,1160,9.995070936
Ok Clock @ error|0 w|0,1161,9.999662757
Ok Clock @ error|0 w|0,1162,10.002287919
Ok Clock @ error|0 w|0,1163,10.004205420
Ok Clock @ error|0 w|0,1164,10.006322375
Ok Clock @ error|0 w|0,1165,10.008797030
Ok Clock @ error|0 w|0,1166,10.011800410
Ok Clock @ error|0 w|0,1167,10.015790126
Ok Clock @ error|0 w|0,1168,10.023880699
Ok Clock @ error|0 w|0,1169,10.037694498
Ok Clock @ error|0 w|0,1170,10.051290542
Ok Clock @ error|0 w|0,1171,10.059559131
Ok Clock @ error|0 w|0,1172,10.063622503
Ok Clock @ error|0 w|0,1173,10.066193160
Ok Clock @ error|0 w|0,1174,10.070638538
Ok Clock @ error|0 w|0,1175,10.080053983
Ok Clock @ error|0 w|0,1176,10.100181086
Ok Clock @ error|0 w|0,1177,10.132493931
Ok Clock @ error|0 w|0,1178,10.165803222
Ok Clock @ error|0 w|0,1179,10.191452554
Ok Clock @ error|0 w|0,1180,10.209204441
Ok Clock @ error|0 w|0,1181,10.220237442
Ok Clock @ error|0 w|0,1182,10.226083580
Ok Clock @ error|0 w|0,1183,10.228919132
Ok Clock @ error|0 w|0,1184,10.230774534
Ok Clock @ error|0 w|0,1185,10.233123829
Ok Clock @ error|0 w|0,1186,10.238238799
Ok Clock @ error|0 w|0,1187,10.248010556
Ok Clock @ error|0 w|0,1188,10.260112194
Ok Clock @ error|0 w|0,1189,10.270360508
Ok Clock @ error|0 w|0,1190,10.277203591
Ok Clock @ error|0 w|0,1191,10.281380362
Ok Clock @ error|0 w|0,1192,10.283908041
Ok Clock @ error|0 w|0,1193,10.286265448
Ok Clock @ error|0 w|0,1194,10.289563899
Ok Clock @ error|0 w|0,1195,10.293123011
Ok Clock @ error|0 w|0,1196,10.296160962
Ok Clock @ error|0 w|0,1197,10.299699199
Ok Clock @ error|0 w|0,1198,10.304889851
Ok Clock @ error|0 w|0,1199,10.311394113
Ok Clock @ error|0 w|0,1200,10.318740870
Ok Clock @ error|0 w|0,1201,10.331245893
Ok Clock @ error|0 w|0,1202,10.353054887
Ok Clock @ error|0 w|0,1203,10.383435104
Ok Clock @ error|0 w|0,1204,10.416327449
Ok Clock @ error|0 w|0,1205,10.440343193
Ok Clock @ error|0 w|0,1206,10.451983425
Ok Clock @ error|0 w|0,1207,10.457288747
Ok Clock @ error|0 w|0,1208,10.461657391
Ok Clock @ error|0 w|0,1209,10.466692785
Ok Clock @ error|0 w|0,1210,10.471791544
Ok Clock @ error|0 w|0,1211,10.477817948
Ok Clock @ error|0 w|0,1212,10.487250639
Ok Clock @ error|0 w|0,1213,10.502058125
Ok Clock @ error|0 w|0,1214,10.521438965
Ok Clock @ error|0 w|0,1215,10.539959276
Ok Clock @ error|0 w|0,1216,10.554347564
Ok Clock @ error|0 w|0,1217,10.565525251
Ok Clock @ error|0 w|0,1218,10.573399541
Ok Clock @ error|0 w|0,1219,10.578164198
Ok Clock @ error|0 w|0,1220,10.581155993
Ok Clock @ error|0 w|0,1221,10.583489145
Ok Clock @ error|0 w|0,1222,10.586029988
Ok Clock @ error|0 w|0,1223,10.590002358
Ok Clock @ error|0 w|0,1224,10.595995346
Ok Clock @ error|0 w|0,1225,10.602353306
Ok Clock @ error|0 w|0,1226,10.607477032
Ok Clock @ error|0 w|0,1227,10.611558144
Ok Clock @ error|0 w|0,1228,10.615082508
Ok Clock @ error|0 w|0,1229,10.618121756
Ok Clock @ error|0 w|0,1230,10.620618761
Ok Clock @ error|0 w|0,1231,10.622562261
Ok Clock @ error|0 w|0,1232,10.624337878
Ok Clock @ error|0 w|0,1233,10.626734856
Ok Clock @ error|0 w|0,1234,10.631213375
Ok Clock @ error|0 w|0,1235,10.638886555
Ok Clock @ error|0 w|0,1236,10.650123144
Ok Clock @ error|0 w|0,1237,10.664659612
Ok Clock @ error|0 w|0,1238,10.686536396
Ok Clock @ error|0 w|0,1239,10.717539298
Ok Clock @ error|0 w|0,1240,10.746373014
Ok Clock @ error|0 w|0,1241,10.763433838
Ok Clock @ error|0 w|0,1242,10.770821157
Ok Clock @ error|0 w|0,1243,10.774115060
Ok Clock @ error|0 w|0,1244,10.777526843
Ok Clock @ error|0 w|0,1245,10.783437004
Ok Clock @ error|0 w|0,1246,10.791325211
Ok Clock @ error|0 w|0,1247,10.799205765
Ok Clock @ error|0 w|0,1248,10.807628683
Ok Clock @ error|0 w|0,1249,10.818644980
Ok Clock @ error|0 w|0,1250,10.830692763
Ok Clock @ error|0 w|0,1251,10.840182684
Ok Clock @ error|0 w|0,1252,10.846047226
Ok Clock @ error|0 w|0,1253,10.849976560
Ok Clock @ error|0 w|0,1254,10.853749625
Ok Clock @ error|0 w|0,1255,10.857458724
Ok Clock @ error|0 w|0,1256,10.860516979
Ok Clock @ error|0 w|0,1257,10.863049769
Ok Clock @ error|0 w|0,1258,10.865764476
Ok Clock @ error|0 w|0,1259,10.871274541
Ok Clock @ error|0 w|0,1260,10.881711512
Ok Clock @ error|0 w|0,1261,10.899667729
Ok Clock @ error|0 w|0,1262,10.924141277
Ok Clock @ error|0 w|0,1263,10.947605942
Ok Clock @ error|0 w|0,1264,10.967195321
Ok Clock @ error|0 w|0,1265,10.982879627
Ok Clock @ error|0 w|0,1266,10.993267914
Ok Clock @ error|0 w|0,1267,10.999107315
Ok Clock @ error|0 w|0,1268,11.002633785
Ok Clock @ error|0 w|0,1269,11.006888858
Ok Clock @ error|0 w|0,1270,11.014960741
Ok Clock @ error|0 w|0,1271,11.031012862
Ok Clock @ error|0 w|0,1272,11.056524735
Ok Clock @ error|0 w|0,1273,11.084057461
Ok Clock @ error|0 w|0,1274,11.105438044
Ok Clock @ error|0 w|0,1275,11.119277657
Ok Clock @ error|0 w|0,1276,11.127776794
Ok Clock @ error|0 w|0,1277,11.133107159
Ok Clock @ error|0 w|0,1278,11.138287557
Ok Clock @ error|0 w|0,1279,11.145112717
Ok Clock @ error|0 w|0,1280,11.151546420
Ok Clock @ error|0 w|0,1281,11.156703140
Ok Clock @ error|0 w|0,1282,11.162392327
Ok Clock @ error|0 w|0,1283,11.169137116
Ok Clock @ error|0 w|0,1284,11.175748662
Ok Clock @ error|0 w|0,1285,11.181267831
Ok Clock @ error|0 w|0,1286,11.185349228
Ok Clock @ error|0 w|0,1287,11.188043511
Ok Clock @ error|0 w|0,1288,11.190134783
Ok Clock @ error|0 w|0,1289,11.192561657
Ok Clock @ error|0 w|0,1290,11.195334948
Ok Clock @ error|0 w|0,1291,11.198108072
Ok Clock @ error|0 w|0,1292,11.201521989
Ok Clock @ error|0 w|0,1293,11.206498414
Ok Clock @ error|0 w|0,1294,11.212666856
Ok Clock @ error|0 w|0,1295,11.219060321
Ok Clock @ error|0 w|0,1296,11.227061402
Ok Clock @ error|0 w|0,1297,11.239132284
Ok Clock @ error|0 w|0,1298,11.256012573
Ok Clock @ error|0 w|0,1299,11.275560647
Ok Clock @ error|0 w|0,1300,11.292307378
Ok Clock @ error|0 w|0,1301,11.302660576
Ok Clock @ error|0 w|0,1302,11.308035390
Ok Clock @ error|0 w|0,1303,11.311583285
Ok Clock @ error|0 w|0,1304,11.315179548
Ok Clock @ error|0 w|0,1305,11.319179256
Ok Clock @ error|0 w|0,1306,11.325222867
Ok Clock @ error|0 w|0,1307,11.335806116
Ok Clock @ error|0 w|0,1308,11.352780124
Ok Clock @ error|0 w|0,1309,11.374719493
Ok Clock @ error|0 w|0,1310,11.394598909
Ok Clock @ error|0 w|0,1311,11.408227645
Ok Clock @ error|0 w|0,1312,11.417480620
Ok Clock @ error|0 w|0,1313,11.424104791
Ok Clock @ error|0 w|0,1314,11.428486127
Ok Clock @ error|0 w|0,1315,11.431251536
Ok Clock @ error|0 w|0,1316,11.433288856
Ok Clock @ error|0 w|0,1317,11.435397491
Ok Clock @ error|0 w|0,1318,11.438420817
Ok Clock @ error|0 w|0,1319,11.443032971
Ok Clock @ error|0 w|0,1320,11.448731993
Ok Clock @ error|0 w|0,1321,11.456344659
Ok Clock @ error|0 w|0,1322,11.467445851
Ok Clock @ error|0 w|0,1323,11.484563817
Ok Clock @ error|0 w|0,1324,11.506558335
Ok Clock @ error|0 w|0,1325,11.524159711
Ok Clock @ error|0 w|0,1326,11.532966393
Ok Clock @ error|0 w|0,1327,11.537173422
Ok Clock @ error|0 w|0,1328,11.541170099
Ok Clock @ error|0 w|0,1329,11.548644667
Ok Clock @ error|0 w|0,1330,11.561608383
Ok Clock @ error|0 w|0,1331,11.577885455
Ok Clock @ error|0 w|0,1332,11.594628156
Ok Clock @ error|0 w|0,1333,11.614285731
Ok Clock @ error|0 w|0,1334,11.639724274
Ok Clock @ error|0 w|0,1335,11.664893269
Ok Clock @ error|0 w|0,1336,11.681907768
Ok Clock @ error|0 w|0,1337,11.690300042
Ok Clock @ error|0 w|0,1338,11.694159975
Ok Clock @ error|0 w|0,1339,11.697451120
Ok Clock @ error|0 w|0,1340,11.702472557
Ok Clock @ error|0 w|0,1341,11.709078167
Ok Clock @ error|0 w|0,1342,11.715640253
Ok Clock @ error|0 w|0,1343,11.721677336
Ok Clock @ error|0 w|0,1344,11.728154364
Ok Clock @ error|0 w|0,1345,11.735035956
Ok Clock @ error|0 w|0,1346,11.741278501
Ok Clock @ error|0 w|0,1347,11.746428759
Ok Clock @ error|0 w|0,1348,11.752099472
Ok Clock @ error|0 w|0,1349,11.759359998
Ok Clock @ error|0 w|0,1350,11.766070405
Ok Clock @ error|0 w|0,1351,11.770751116
Ok Clock @ error|0 w|0,1352,11.774198663
Ok Clock @ error|0 w|0,1353,11.777559121
Ok Clock @ error|0 w|0,1354,11.783113814
Ok Clock @ error|0 w|0,1355,11.793210823
Ok Clock @ error|0 w|0,1356,11.809795255
Ok Clock @ error|0 w|0,1357,11.831987157
Ok Clock @ error|0 w|0,1358,11.853573494
Ok Clock @ error|0 w|0,1359,11.870269927
Ok Clock @ error|0 w|0,1360,11.882256936
Ok Clock @ error|0 w|0,1361,11.890420929
Ok Clock @ error|0 w|0,1362,11.895663195
Ok Clock @ error|0 w|0,1363,11.899130760
Ok Clock @ error|0 w|0,1364,11.902415604
Ok Clock @ error|0 w|0,1365,11.907375491
Ok Clock @ error|0 w|0,1366,11.916253971
Ok Clock @ error|0 w|0,1367,11.930234008
Ok Clock @ error|0 w|0,1368,11.947159229
Ok Clock @ error|0 w|0,1369,11.963817320
Ok Clock @ error|0 w|0,1370,11.977952992
Ok Clock @ error|0 w|0,1371,11.988122517
Ok Clock @ error|0 w|0,1372,11.994418321
Ok Clock @ error|0 w|0,1373,11.999067393
Ok Clock @ error|0 w|0,1374,12.004236646
Ok Clock @ error|0 w|0,1375,12.009574000
Ok Clock @ error|0 w|0,1376,12.014538599
Ok Clock @ error|0 w|0,1377,12.019979159
Ok Clock @ error|0 w|0,1378,12.025962898
Ok Clock @ error|0 w|0,1379,12.031503133
Ok Clock @ error|0 w|0,1380,12.036035267
Ok Clock @ error|0 w|0,1381,12.039637565
Ok Clock @ error|0 w|0,1382,12.042577097
Ok Clock @ error|0 w|0,1383,12.045809776
Ok Clock @ error|0 w|0,1384,12.050299377
Ok Clock @ error|0 w|0,1385,12.055264225
Ok Clock @ error|0 w|0,1386,12.059375535
Ok Clock @ error|0 w|0,1387,12.062800270
Ok Clock @ error|0 w|0,1388,12.066754326
Ok Clock @ error|0 w|0,1389,12.072232410
Ok Clock @ error|0 w|0,1390,12.079514752
Ok Clock @ error|0 w|0,1391,12.092160239
Ok Clock @ error|0 w|0,1392,12.113793974
Ok Clock @ error|0 w|0,1393,12.144003550
Ok Clock @ error|0 w|0,1394,12.177412177
Ok Clock @ error|0 w|0,1395,12.203337077
Ok Clock @ error|0 w|0,1396,12.217417268
Ok Clock @ error|0 w|0,1397,12.224081496
Ok Clock @ error|0 w|0,1398,12.228213214
Ok Clock @ error|0 w|0,1399,12.232079392
Ok Clock @ error|0 w|0,1400,12.236055940
Ok Clock @ error|0 w|0,1401,12.241226382
Ok Clock @ error|0 w|0,1402,12.249624955
Ok Clock @ error|0 w|0,1403,12.262696149
Ok Clock @ error|0 w|0,1404,12.279452991
Ok Clock @ error|0 w|0,1405,12.295263688
Ok Clock @ error|0 w|0,1406,12.306398620
Ok Clock @ error|0 w|0,1407,12.313283290
Ok Clock @ error|0 w|0,1408,12.317924350
Ok Clock @ error|0 w|0,1409,12.321545604
Ok Clock @ error|0 w|0,1410,12.324484580
Ok Clock @ error|0 w|0,1411,12.326922126
Ok Clock @ error|0 w|0,1412,12.329778329
Ok Clock @ error|0 w|0,1413,12.334307298
Ok Clock @ error|0 w|0,1414,12.342233366
Ok Clock @ error|0 w|0,1415,12.353854633
Ok Clock @ error|0 w|0,1416,12.367388827
Ok Clock @ error|0 w|0,1417,12.382074414
Ok Clock @ error|0 w|0,1418,12.399927593
Ok Clock @ error|0 w|0,1419,12.421154388
Ok Clock @ error|0 w|0,1420,12.439710152
Ok Clock @ error|0 w|0,1421,12.450879368
Ok Clock @ error|0 w|0,1422,12.456578394
Ok Clock @ error|0 w|0,1423,12.460955161
Ok Clock @ error|0 w|0,1424,12.467775181
Ok Clock @ error|0 w|0,1425,12.479213321
Ok Clock @ error|0 w|0,1426,12.493633585
Ok Clock @ error|0 w|0,1427,12.507771190
Ok Clock @ error|0 w|0,1428,12.521464103
Ok Clock @ error|0 w|0,1429,12.536598556
Ok Clock @ error|0 w|0,1430,12.551874297
Ok Clock @ error|0 w|0,1431,12.564538732
Ok Clock @ error|0 w|0,1432,12.574062700
Ok Clock @ error|0 w|0,1433,12.582665582
Ok Clock @ error|0 w|0,1434,12.591838952
Ok Clock @ error|0 w|0,1435,12.599795113
Ok Clock @ error|0 w|0,1436,12.605809599
Ok Clock @ error|0 w|0,1437,12.610843920
Ok Clock @ error|0 w|0,1438,12.615833514
Ok Clock @ error|0 w|0,1439,12.621603654
Ok Clock @ error|0 w|0,1440,12.627713002
Ok Clock @ error|0 w|0,1441,12.633040675
Ok Clock @ error|0 w|0,1442,12.637291675
Ok Clock @ error|0 w|0,1443,12.641567096
Ok Clock @ error|0 w|0,1444,12.646851043
Ok Clock @ error|0 w|0,1445,12.652296188
Ok Clock @ error|0 w|0,1446,12.656801126
Ok Clock @ error|0 w|0,1447,12.660393284
Ok Clock @ error|0 w|0,1448,12.663623658
Ok Clock @ error|0 w|0,1449,12.667719303
Ok Clock @ error|0 w|0,1450,12.674213357
Ok Clock @ error|0 w|0,1451,12.684622377
Ok Clock @ error|0 w|0,1452,12.699203264
Ok Clock @ error|0 w|0,1453,12.716631649
Ok Clock @ error|0 w|0,1454,12.735107578
Ok Clock @ error|0 w|0,1455,12.751280461
Ok Clock @ error|0 w|0,1456,12.762309515
Ok Clock @ error|0 w|0,1457,12.768586566
Ok Clock @ error|0 w|0,1458,12.772232536
Ok Clock @ error|0 w|0,1459,12.775649318
Ok Clock @ error|0 w|0,1460,12.780983538
Ok Clock @ error|0 w|0,1461,12.790715195
Ok Clock @ error|0 w|0,1462,12.805954901
Ok Clock @ error|0 w|0,1463,12.823427524
Ok Clock @ error|0 w|0,1464,12.839174271
Ok Clock @ error|0 w|0,1465,12.851835112
Ok Clock @ error|0 w|0,1466,12.861119683
Ok Clock @ error|0 w|0,1467,12.867141125
Ok Clock @ error|0 w|0,1468,12.871042755
Ok Clock @ error|0 w|0,1469,12.874348418
Ok Clock @ error|0 w|0,1470,12.877662727
Ok Clock @ error|0 w|0,1471,12.881167139
Ok Clock @ error|0 w|0,1472,12.885401145
Ok Clock @ error|0 w|0,1473,12.890399534
Ok Clock @ error|0 w|0,1474,12.896147874
Ok Clock @ error|0 w|0,1475,12.903084046
Ok Clock @ error|0 w|0,1476,12.913726940
Ok Clock @ error|0 w|0,1477,12.929356057
Ok Clock @ error|0 w|0,1478,12.948155899
Ok Clock @ error|0 w|0,1479,12.966975649
Ok Clock @ error|0 w|0,1480,12.980801538
Ok Clock @ error|0 w|0,1481,12.988641597
Ok Clock @ error|0 w|0,1482,12.993967987
Ok Clock @ error|0 w|0,1483,12.999613665
Ok Clock @ error|0 w|0,1484,13.006599669
Ok Clock @ error|0 w|0,1485,13.014824297
Ok Clock @ error|0 w|0,1486,13.026804360
Ok Clock @ error|0 w|0,1487,13.046050242
Ok Clock @ error|0 w|0,1488,13.072578615
Ok Clock @ error|0 w|0,1489,13.101803836
Ok Clock @ error|0 w|0,1490,13.125637142
Ok Clock @ error|0 w|0,1491,13.139863301
Ok Clock @ error|0 w|0,1492,13.147029744
Ok Clock @ error|0 w|0,1493,13.151748234
Ok Clock @ error|0 w|0,1494,13.156689750
Ok Clock @ error|0 w|0,1495,13.161746123
Ok Clock @ error|0 w|0,1496,13.166583850
Ok Clock @ error|0 w|0,1497,13.172207442
Ok Clock @ error|0 w|0,1498,13.179846638
Ok Clock @ error|0 w|0,1499,13.189542212
Ok Clock @ error|0 w|0,1500,13.199456270
Ok Clock @ error|0 w|0,1501,13.208141140
Ok Clock @ error|0 w|0,1502,13.215680870
Ok Clock @ error|0 w|0,1503,13.221865689
Ok Clock @ error|0 w|0,1504,13.226391690
Ok Clock @ error|0 w|0,1505,13.229641085
Ok Clock @ error|0 w|0,1506,13.232243628
Ok Clock @ error|0 w|0,1507,13.235203746
Ok Clock @ error|0 w|0,1508,13.239811301
Ok Clock @ error|0 w|0,1509,13.247586477
Ok Clock @ error|0 w|0,1510,13.258885434
Ok Clock @ error|0 w|0,1511,13.271735507
Ok Clock @ error|0 w|0,1512,13.284278551
Ok Clock @ error|0 w|0,1513,13.297057076
Ok Clock @ error|0 w|0,1514,13.310897286
Ok Clock @ error|0 w|0,1515,13.323715854
Ok Clock @ error|0 w|0,1516,13.332768243
Ok Clock @ error|0 w|0,1517,13.338110175
Ok Clock @ error|0 w|0,1518,13.341861850
Ok Clock @ error|0 w|0,1519,13.346491503
Ok Clock @ error|0 w|0,1520,13.353694532
Ok Clock @ error|0 w|0,1521,13.363554406
Ok Clock @ error|0 w|0,1522,13.375070121
Ok Clock @ error|0 w|0,1523,13.388721965
Ok Clock @ error|0 w|0,1524,13.405345158
Ok Clock @ error|0 w|0,1525,13.421915844
Ok Clock @ error|0 w|0,1526,13.434758390
Ok Clock @ error|0 w|0,1527,13.443742850
Ok Clock @ error|0 w|0,1528,13.451166669
Ok Clock @ error|0 w|0,1529,13.458711419
Ok Clock @ error|0 w|0,1530,13.465801262
Ok Clock @ error|0 w|0,1531,13.471592097
Ok Clock @ error|0 w|0,1532,13.476229052
Ok Clock @ error|0 w|0,1533,13.480447188
Ok Clock @ error|0 w|0,1534,13.485107293
Ok Clock @ error|0 w|0,1535,13.490219463
Ok Clock @ error|0 w|0,1536,13.495467986
Ok Clock @ error|0 w|0,1537,13.501035047
Ok Clock @ error|0 w|0,1538,13.508377634
Ok Clock @ error|0 w|0,1539,13.518284083
Ok Clock @ error|0 w|0,1540,13.528043884
Ok Clock @ error|0 w|0,1541,13.535029770
Ok Clock @ error|0 w|0,1542,13.539702734
Ok Clock @ error|0 w|0,1543,13.543681897
Ok Clock @ error|0 w|0,1544,13.549505181
Ok Clock @ error|0 w|0,1545,13.559741877
Ok Clock @ error|0 w|0,1546,13.576690015
Ok Clock @ error|0 w|0,1547,13.600008066
Ok Clock @ error|0 w|0,1548,13.624459867
Ok Clock @ error|0 w|0,1549,13.645896520
Ok Clock @ error|0 w|0,1550,13.662979842
Ok Clock @ error|0 w|0,1551,13.674880169
Ok Clock @ error|0 w|0,1552,13.682037906
Ok Clock @ error|0 w|0,1553,13.686207706
Ok Clock @ error|0 w|0,1554,13.689625158
Ok Clock @ error|0 w|0,1555,13.694364854
Ok Clock @ error|0 w|0,1556,13.702458952
Ok Clock @ error|0 w|0,1557,13.714867550
Ok Clock @ error|0 w|0,1558,13.729276319
Ok Clock @ error|0 w|0,1559,13.742149829
Ok Clock @ error|0 w|0,1560,13.751975610
Ok Clock @ error|0 w|0,1561,13.759032274
Ok Clock @ error|0 w|0,1562,13.764027952
Ok Clock @ error|0 w|0,1563,13.768355367
Ok Clock @ error|0 w|0,1564,13.773300929
Ok Clock @ error|0 w|0,1565,13.778427396
Ok Clock @ error|0 w|0,1566,13.783010919
Ok Clock @ error|0 w|0,1567,13.787783573
Ok Clock @ error|0 w|0,1568,13.793654997
Ok Clock @ error|0 w|0,1569,13.800719938
Ok Clock @ error|0 w|0,1570,13.809020033
Ok Clock @ error|0 w|0,1571,13.820499444
Ok Clock @ error|0 w|0,1572,13.836764126
Ok Clock @ error|0 w|0,1573,13.856237003
Ok Clock @ error|0 w|0,1574,13.875341770
Ok Clock @ error|0 w|0,1575,13.889859871
Ok Clock @ error|0 w|0,1576,13.898667159
Ok Clock @ error|0 w|0,1577,13.904423166
Ok Clock @ error|0 w|0,1578,13.910047723
Ok Clock @ error|0 w|0,1579,13.916637664
Ok Clock @ error|0 w|0,1580,13.923873426
Ok Clock @ error|0 w|0,1581,13.932553809
Ok Clock @ error|0 w|0,1582,13.944694455
Ok Clock @ error|0 w|0,1583,13.961025168
Ok Clock @ error|0 w|0,1584,13.979860660
Ok Clock @ error|0 w|0,1585,13.997271616
Ok Clock @ error|0 w|0,1586,14.010777585
Ok Clock @ error|0 w|0,1587,14.020847904
Ok Clock @ error|0 w|0,1588,14.028312646
Ok Clock @ error|0 w|0,1589,14.034054044
Ok Clock @ error|0 w|0,1590,14.038861611
Ok Clock @ error|0 w|0,1591,14.043367481
Ok Clock @ error|0 w|0,1592,14.048533963
Ok Clock @ error|0 w|0,1593,14.055302829
Ok Clock @ error|0 w|0,1594,14.063679508
Ok Clock @ error|0 w|0,1595,14.072105029
Ok Clock @ error|0 w|0,1596,14.079328115
Ok Clock @ error|0 w|0,1597,14.085578181
Ok Clock @ error|0 w|0,1598,14.091130252
Ok Clock @ error|0 w|0,1599,14.095837394
Ok Clock @ error|0 w|0,1600,14.099629035
Ok Clock @ error|0 w|0,1601,14.102647633
Ok Clock @ error|0 w|0,1602,14.105476313
Ok Clock @ error|0 w|0,1603,14.109141065
Ok Clock @ error|0 w|0,1604,14.114905358
Ok Clock @ error|0 w|0,1605,14.123371230
Ok Clock @ error|0 w|0,1606,14.134750757
Ok Clock @ error|0 w|0,1607,14.149147106
Ok Clock @ error|0 w|0,1608,14.167566160
Ok Clock @ error|0 w|0,1609,14.189591875
Ok Clock @ error|0 w|0,1610,14.209526566
Ok Clock @ error|0 w|0,1611,14.222473000
Ok Clock @ error|0 w|0,1612,14.229385117
Ok Clock @ error|0 w|0,1613,14.233752156
Ok Clock @ error|0 w|0,1614,14.238775204
Ok Clock @ error|0 w|0,1615,14.246388141
Ok Clock @ error|0 w|0,1616,14.256343175
Ok Clock @ error|0 w|0,1617,14.267288209
Ok Clock @ error|0 w|0,1618,14.279358497
Ok Clock @ error|0 w|0,1619,14.293447414
Ok Clock @ error|0 w|0,1620,14.307764588
Ok Clock @ error|0 w|0,1621,14.319191878
Ok Clock @ error|0 w|0,1622,14.326894749
Ok Clock @ error|0 w|0,1623,14.332357555
Ok Clock @ error|0 w|0,1624,14.337277036
Ok Clock @ error|0 w|0,1625,14.342193194
Ok Clock @ error|0 w|0,1626,14.346843247
Ok Clock @ error|0 w|0,1627,14.351169357
Ok Clock @ error|0 w|0,1628,14.355662804
Ok Clock @ error|0 w|0,1629,14.361903145
Ok Clock @ error|0 w|0,1630,14.371031194
Ok Clock @ error|0 w|0,1631,14.383363139
Ok Clock @ error|0 w|0,1632,14.398054268
Ok Clock @ error|0 w|0,1633,14.412934086
Ok Clock @ error|0 w|0,1634,14.427129029
Ok Clock @ error|0 w|0,1635,14.439567369
Ok Clock @ error|0 w|0,1636,14.448706516
Ok Clock @ error|0 w|0,1637,14.454887590
Ok Clock @ error|0 w|0,1638,14.459722822
Ok Clock @ error|0 w|0,1639,14.465738529
Ok Clock @ error|0 w|0,1640,14.475653294
Ok Clock @ error|0 w|0,1641,14.491543456
Ok Clock @ error|0 w|0,1642,14.513062627
Ok Clock @ error|0 w|0,1643,14.535594901
Ok Clock @ error|0 w|0,1644,14.554545928
Ok Clock @ error|0 w|0,1645,14.568685958
Ok Clock @ error|0 w|0,1646,14.578739456
Ok Clock @ error|0 w|0,1647,14.585897662
Ok Clock @ error|0 w|0,1648,14.591956894
Ok Clock @ error|0 w|0,1649,14.598383063
Ok Clock @ error|0 w|0,1650,14.604956264
Ok Clock @ error|0 w|0,1651,14.611809327
Ok Clock @ error|0 w|0,1652,14.620060190
Ok Clock @ error|0 w|0,1653,14.629596277
Ok Clock @ error|0 w|0,1654,14.639156134
Ok Clock @ error|0 w|0,1655,14.647704486
Ok Clock @ error|0 w|0,1656,14.654598810
Ok Clock @ error|0 w|0,1657,14.659654064
Ok Clock @ error|0 w|0,1658,14.663707576
Ok Clock @ error|0 w|0,1659,14.667956705
Ok Clock @ error|0 w|0,1660,14.672529646
Ok Clock @ error|0 w|0,1661,14.677011904
Ok Clock @ error|0 w|0,1662,14.681814478
Ok Clock @ error|0 w|0,1663,14.687636908
Ok Clock @ error|0 w|0,1664,14.694415181
Ok Clock @ error|0 w|0,1665,14.701772701
Ok Clock @ error|0 w|0,1666,14.710511746
Ok Clock @ error|0 w|0,1667,14.721867994
Ok Clock @ error|0 w|0,1668,14.735760082
Ok Clock @ error|0 w|0,1669,14.750568397
Ok Clock @ error|0 w|0,1670,14.763403153
Ok Clock @ error|0 w|0,1671,14.772346215
Ok Clock @ error|0 w|0,1672,14.778163489
Ok Clock @ error|0 w|0,1673,14.782968612
Ok Clock @ error|0 w|0,1674,14.788319759
Ok Clock @ error|0 w|0,1675,14.794693902
Ok Clock @ error|0 w|0,1676,14.803370943
Ok Clock @ error|0 w|0,1677,14.816241913
Ok Clock @ error|0 w|0,1678,14.833576295
Ok Clock @ error|0 w|0,1679,14.853212767
Ok Clock @ error|0 w|0,1680,14.870871116
Ok Clock @ error|0 w|0,1681,14.884059302
Ok Clock @ error|0 w|0,1682,14.893632352
Ok Clock @ error|0 w|0,1683,14.900825216
Ok Clock @ error|0 w|0,1684,14.906276282
Ok Clock @ error|0 w|0,1685,14.910550061
Ok Clock @ error|0 w|0,1686,14.914372127
Ok Clock @ error|0 w|0,1687,14.918662558
Ok Clock @ error|0 w|0,1688,14.924187140
Ok Clock @ error|0 w|0,1689,14.931168104
Ok Clock @ error|0 w|0,1690,14.938877301
Ok Clock @ error|0 w|0,1691,14.947251143
Ok Clock @ error|0 w|0,1692,14.957042169
Ok Clock @ error|0 w|0,1693,14.968774742
Ok Clock @ error|0 w|0,1694,14.981484322
Ok Clock @ error|0 w|0,1695,14.991907195
Ok Clock @ error|0 w|0,1696,14.998463852
Ok Clock @ error|0 w|0,1697,15.002999190
Ok Clock @ error|0 w|0,1698,15.008068711
Ok Clock @ error|0 w|0,1699,15.015958816
Ok Clock @ error|0 w|0,1700,15.027707903
Ok Clock @ error|0 w|0,1701,15.042348645
Ok Clock @ error|0 w|0,1702,15.058712024
Ok Clock @ error|0 w|0,1703,15.077448666
Ok Clock @ error|0 w|0,1704,15.098781167
