initialRegeneration,time,"If(Ko+Detected>0 || Rej>0,1,0)"
Ok Clock @ error|0 w|0,274,1.376848312
Ok Clock @ error|0 w|0,275,1.386065824
Ok Clock @ error|0 w|0,276,1.394315775
Ok Clock @ error|0 w|0,277,1.398338454
Ok Clock @ error|0 w|0,278,1.399901061
Ok Clock @ error|0 w|0,279,1.400830500
Ok Clock @ error|0 w|0,280,1.401687845
Ok Clock @ error|0 w|0,281,1.402549711
Ok Clock @ error|0 w|0,282,1.403420281
Ok Clock @ error|0 w|0,283,1.404812582
Ok Clock @ error|0 w|0,284,1.417655357
Ok Clock @ error|0 w|0,285,1.445173971
Ok Clock @ error|0 w|0,286,1.469023017
Ok Clock @ error|0 w|0,287,1.479640538
Ok Clock @ error|0 w|0,288,1.482738067
Ok Clock @ error|0 w|0,289,1.483906683
Ok Clock @ error|0 w|0,290,1.484836676
Ok Clock @ error|0 w|0,291,1.485758183
Ok Clock @ error|0 w|0,292,1.486683890
Ok Clock @ error|0 w|0,293,1.507443261
Ok Clock @ error|0 w|0,294,1.548028052
Ok Clock @ error|0 w|0,295,1.574363215
Ok Clock @ error|0 w|0,296,1.581387876
Ok Clock @ error|0 w|0,297,1.582811784
Ok Clock @ error|0 w|0,298,1.583697435
Ok Clock @ error|0 w|0,299,1.587931969
Ok Clock @ error|0 w|0,300,1.596807412
Ok Clock @ error|0 w|0,301,1.604746847
Ok Clock @ error|0 w|0,302,1.608648642
Ok Clock @ error|0 w|0,303,1.610198066
Ok Clock @ error|0 w|0,304,1.611136777
Ok Clock @ error|0 w|0,305,1.612000744
Ok Clock @ error|0 w|0,306,1.612864388
Ok Clock @ error|0 w|0,307,1.613732930
Ok Clock @ error|0 w|0,308,1.614607656
Ok Clock @ error|0 w|0,309,1.615489695
Ok Clock @ error|0 w|0,310,1.616379991
Ok Clock @ error|0 w|0,311,1.617279305
Ok Clock @ error|0 w|0,312,1.618188228
Ok Clock @ error|0 w|0,313,1.619107226
Ok Clock @ error|0 w|0,314,1.620036664
Ok Clock @ error|0 w|0,315,1.620976843
Ok Clock @ error|0 w|0,316,1.621928010
Ok Clock @ error|0 w|0,317,1.622890374
Ok Clock @ error|0 w|0,318,1.623864107
Ok Clock @ error|0 w|0,319,1.624849359
Ok Clock @ error|0 w|0,320,1.625846264
Ok Clock @ error|0 w|0,321,1.626854950
Ok Clock @ error|0 w|0,322,1.757517043
Ok Clock @ error|0 w|0,323,2.017821261
Ok Clock @ error|0 w|0,324,2.162801472
Ok Clock @ error|0 w|0,325,2.179484830
Ok Clock @ error|0 w|0,326,2.183035770
Ok Clock @ error|0 w|0,327,2.204047672
Ok Clock @ error|0 w|0,328,2.245203871
Ok Clock @ error|0 w|0,329,2.276491558
Ok Clock @ error|0 w|0,330,2.288235826
Ok Clock @ error|0 w|0,331,2.291172529
Ok Clock @ error|0 w|0,332,2.292245252
Ok Clock @ error|0 w|0,333,2.293096776
Ok Clock @ error|0 w|0,334,2.293922560
Ok Clock @ error|0 w|0,335,2.294736779
Ok Clock @ error|0 w|0,336,2.295543180
Ok Clock @ error|0 w|0,337,2.296345281
Ok Clock @ error|0 w|0,338,2.297146179
Ok Clock @ error|0 w|0,339,2.297948456
Ok Clock @ error|0 w|0,340,2.298754170
Ok Clock @ error|0 w|0,341,2.299564898
Ok Clock @ error|0 w|0,342,2.303015696
Ok Clock @ error|0 w|0,343,2.322385062
Ok Clock @ error|0 w|0,344,2.357364888
Ok Clock @ error|0 w|0,345,2.384720994
Ok Clock @ error|0 w|0,346,2.395713228
Ok Clock @ error|0 w|0,347,2.398635319
Ok Clock @ error|0 w|0,348,2.399690900
Ok Clock @ error|0 w|0,349,2.400527917
Ok Clock @ error|0 w|0,350,2.401353452
Ok Clock @ error|0 w|0,351,2.402178770
Ok Clock @ error|0 w|0,352,2.403004869
Ok Clock @ error|0 w|0,353,2.403832936
Ok Clock @ error|0 w|0,354,2.404664180
Ok Clock @ error|0 w|0,355,2.405499721
Ok Clock @ error|0 w|0,356,2.406340541
Ok Clock @ error|0 w|0,357,2.407187467
Ok Clock @ error|0 w|0,358,2.408041176
Ok Clock @ error|0 w|0,359,2.408902211
Ok Clock @ error|0 w|0,360,2.409770989
Ok Clock @ error|0 w|0,361,2.410647826
Ok Clock @ error|0 w|0,362,2.411532959
Ok Clock @ error|0 w|0,363,2.436701571
Ok Clock @ error|0 w|0,364,2.486144287
Ok Clock @ error|0 w|0,365,2.516433613
Ok Clock @ error|0 w|0,366,2.522923236
Ok Clock @ error|0 w|0,367,2.524270661
Ok Clock @ error|0 w|0,368,2.525122582
Ok Clock @ error|0 w|0,369,2.526913235
Ok Clock @ error|0 w|0,370,2.530375047
Ok Clock @ error|0 w|0,371,2.534114904
Ok Clock @ error|0 w|0,372,2.536664548
Ok Clock @ error|0 w|0,373,2.538098212
Ok Clock @ error|0 w|0,374,2.539057513
Ok Clock @ error|0 w|0,375,2.539904570
Ok Clock @ error|0 w|0,376,2.540739832
Ok Clock @ error|0 w|0,377,2.541579742
Ok Clock @ error|0 w|0,378,2.542472512
Ok Clock @ error|0 w|0,379,2.544890475
Ok Clock @ error|0 w|0,380,2.554705048
Ok Clock @ error|0 w|0,381,2.571505850
Ok Clock @ error|0 w|0,382,2.584988481
Ok Clock @ error|0 w|0,383,2.590989751
Ok Clock @ error|0 w|0,384,2.593014303
Ok Clock @ error|0 w|0,385,2.594042727
Ok Clock @ error|0 w|0,386,2.604575787
Ok Clock @ error|0 w|0,387,2.627915080
Ok Clock @ error|0 w|0,388,2.651329969
Ok Clock @ error|0 w|0,389,2.668286777
Ok Clock @ error|0 w|0,390,2.678233053
Ok Clock @ error|0 w|0,391,2.682464012
Ok Clock @ error|0 w|0,392,2.684082705
Ok Clock @ error|0 w|0,393,2.685069957
Ok Clock @ error|0 w|0,394,2.686431445
Ok Clock @ error|0 w|0,395,2.691676140
Ok Clock @ error|0 w|0,396,2.701301148
Ok Clock @ error|0 w|0,397,2.709457673
Ok Clock @ error|0 w|0,398,2.713386087
Ok Clock @ error|0 w|0,399,2.714975475
Ok Clock @ error|0 w|0,400,2.715971055
Ok Clock @ error|0 w|0,401,2.716895197
Ok Clock @ error|0 w|0,402,2.717819938
Ok Clock @ error|0 w|0,403,2.718749966
Ok Clock @ error|0 w|0,404,2.719686099
Ok Clock @ error|0 w|0,405,2.720629122
Ok Clock @ error|0 w|0,406,2.721579755
Ok Clock @ error|0 w|0,407,2.722538628
Ok Clock @ error|0 w|0,408,2.723506278
Ok Clock @ error|0 w|0,409,2.724483158
Ok Clock @ error|0 w|0,410,2.725961630
Ok Clock @ error|0 w|0,411,2.728129581
Ok Clock @ error|0 w|0,412,2.730416529
Ok Clock @ error|0 w|0,413,2.732561408
Ok Clock @ error|0 w|0,414,2.734447384
Ok Clock @ error|0 w|0,415,2.735944224
Ok Clock @ error|0 w|0,416,2.737149033
Ok Clock @ error|0 w|0,417,2.764595914
Ok Clock @ error|0 w|0,418,2.824535205
Ok Clock @ error|0 w|0,419,2.870623826
Ok Clock @ error|0 w|0,420,2.886375922
Ok Clock @ error|0 w|0,421,2.889963397
Ok Clock @ error|0 w|0,422,2.895433172
Ok Clock @ error|0 w|0,423,2.906865379
Ok Clock @ error|0 w|0,424,2.918335598
Ok Clock @ error|0 w|0,425,2.924957073
Ok Clock @ error|0 w|0,426,2.927787845
Ok Clock @ error|0 w|0,427,2.929198397
Ok Clock @ error|0 w|0,428,2.930299416
Ok Clock @ error|0 w|0,429,2.931360655
Ok Clock @ error|0 w|0,430,2.932421126
Ok Clock @ error|0 w|0,431,2.936307053
Ok Clock @ error|0 w|0,432,2.944062920
Ok Clock @ error|0 w|0,433,2.950972931
Ok Clock @ error|0 w|0,434,2.954511209
Ok Clock @ error|0 w|0,435,2.956143561
Ok Clock @ error|0 w|0,436,2.957295931
Ok Clock @ error|0 w|0,437,2.959103049
Ok Clock @ error|0 w|0,438,2.963839057
Ok Clock @ error|0 w|0,439,2.982915468
Ok Clock @ error|0 w|0,440,3.016328990
Ok Clock @ error|0 w|0,441,3.042531266
Ok Clock @ error|0 w|0,442,3.053267833
Ok Clock @ error|0 w|0,443,3.056390294
Ok Clock @ error|0 w|0,444,3.057735778
Ok Clock @ error|0 w|0,445,3.058870425
Ok Clock @ error|0 w|0,446,3.059995742
Ok Clock @ error|0 w|0,447,3.061123498
Ok Clock @ error|0 w|0,448,3.062254771
Ok Clock @ error|0 w|0,449,3.063390735
Ok Clock @ error|0 w|0,450,3.064532561
Ok Clock @ error|0 w|0,451,3.080326436
Ok Clock @ error|0 w|0,452,3.110764083
Ok Clock @ error|0 w|0,453,3.130798600
Ok Clock @ error|0 w|0,454,3.140177115
Ok Clock @ error|0 w|0,455,3.150074091
Ok Clock @ error|0 w|0,456,3.158233392
Ok Clock @ error|0 w|0,457,3.162129669
Ok Clock @ error|0 w|0,458,3.168430629
Ok Clock @ error|0 w|0,459,3.180259233
Ok Clock @ error|0 w|0,460,3.210854472
Ok Clock @ error|0 w|0,461,3.261484799
Ok Clock @ error|0 w|0,462,3.298484775
Ok Clock @ error|0 w|0,463,3.311075358
Ok Clock @ error|0 w|0,464,3.314147741
Ok Clock @ error|0 w|0,465,3.317946817
Ok Clock @ error|0 w|0,466,3.324938618
Ok Clock @ error|0 w|0,467,3.331647010
Ok Clock @ error|0 w|0,468,3.335551530
Ok Clock @ error|0 w|0,469,3.337443738
Ok Clock @ error|0 w|0,470,3.338632953
Ok Clock @ error|0 w|0,471,3.339679673
Ok Clock @ error|0 w|0,472,3.340710960
Ok Clock @ error|0 w|0,473,3.341748910
Ok Clock @ error|0 w|0,474,3.342971940
Ok Clock @ error|0 w|0,475,3.345880494
Ok Clock @ error|0 w|0,476,3.351251087
Ok Clock @ error|0 w|0,477,3.356780270
Ok Clock @ error|0 w|0,478,3.360392951
Ok Clock @ error|0 w|0,479,3.362344479
Ok Clock @ error|0 w|0,480,3.363894482
Ok Clock @ error|0 w|0,481,3.368404468
Ok Clock @ error|0 w|0,482,3.377442084
Ok Clock @ error|0 w|0,483,3.387078928
Ok Clock @ error|0 w|0,484,3.397249019
Ok Clock @ error|0 w|0,485,3.409098159
Ok Clock @ error|0 w|0,486,3.418148086
Ok Clock @ error|0 w|0,487,3.422434468
Ok Clock @ error|0 w|0,488,3.424256298
Ok Clock @ error|0 w|0,489,3.425523914
Ok Clock @ error|0 w|0,490,3.427667484
Ok Clock @ error|0 w|0,491,3.436799882
Ok Clock @ error|0 w|0,492,3.451573537
Ok Clock @ error|0 w|0,493,3.461365649
Ok Clock @ error|0 w|0,494,3.464816403
Ok Clock @ error|0 w|0,495,3.466206348
Ok Clock @ error|0 w|0,496,3.467334707
Ok Clock @ error|0 w|0,497,3.468444494
Ok Clock @ error|0 w|0,498,3.476110793
Ok Clock @ error|0 w|0,499,3.493232891
Ok Clock @ error|0 w|0,500,3.508825692
Ok Clock @ error|0 w|0,501,3.520097742
Ok Clock @ error|0 w|0,502,3.531356243
Ok Clock @ error|0 w|0,503,3.539678879
Ok Clock @ error|0 w|0,504,3.543469927
Ok Clock @ error|0 w|0,505,3.545251152
Ok Clock @ error|0 w|0,506,3.546787544
Ok Clock @ error|0 w|0,507,3.548399930
Ok Clock @ error|0 w|0,508,3.550040028
Ok Clock @ error|0 w|0,509,3.551621582
Ok Clock @ error|0 w|0,510,3.553049250
Ok Clock @ error|0 w|0,511,3.554322391
Ok Clock @ error|0 w|0,512,3.559193312
Ok Clock @ error|0 w|0,513,3.594063161
Ok Clock @ error|0 w|0,514,3.658468712
Ok Clock @ error|0 w|0,515,3.705103745
Ok Clock @ error|0 w|0,516,3.720674520
Ok Clock @ error|0 w|0,517,3.724836269
Ok Clock @ error|0 w|0,518,3.730536066
Ok Clock @ error|0 w|0,519,3.740192680
Ok Clock @ error|0 w|0,520,3.748976344
Ok Clock @ error|0 w|0,521,3.753884589
Ok Clock @ error|0 w|0,522,3.756155750
Ok Clock @ error|0 w|0,523,3.757522092
Ok Clock @ error|0 w|0,524,3.759734345
Ok Clock @ error|0 w|0,525,3.763673881
Ok Clock @ error|0 w|0,526,3.768551837
Ok Clock @ error|0 w|0,527,3.773470243
Ok Clock @ error|0 w|0,528,3.785213897
Ok Clock @ error|0 w|0,529,3.805078338
Ok Clock @ error|0 w|0,530,3.819876208
Ok Clock @ error|0 w|0,531,3.825417158
Ok Clock @ error|0 w|0,532,3.827426796
Ok Clock @ error|0 w|0,533,3.830369637
Ok Clock @ error|0 w|0,534,3.838645853
Ok Clock @ error|0 w|0,535,3.852219716
Ok Clock @ error|0 w|0,536,3.864489716
Ok Clock @ error|0 w|0,537,3.871377503
Ok Clock @ error|0 w|0,538,3.874378195
Ok Clock @ error|0 w|0,539,3.875938181
Ok Clock @ error|0 w|0,540,3.877182993
Ok Clock @ error|0 w|0,541,3.878389058
Ok Clock @ error|0 w|0,542,3.879596627
Ok Clock @ error|0 w|0,543,3.884660832
Ok Clock @ error|0 w|0,544,3.894802706
Ok Clock @ error|0 w|0,545,3.903448809
Ok Clock @ error|0 w|0,546,3.910205557
Ok Clock @ error|0 w|0,547,3.918320847
Ok Clock @ error|0 w|0,548,3.925254123
Ok Clock @ error|0 w|0,549,3.930124726
Ok Clock @ error|0 w|0,550,3.934882944
Ok Clock @ error|0 w|0,551,3.939248807
Ok Clock @ error|0 w|0,552,3.942220515
Ok Clock @ error|0 w|0,553,3.944704612
Ok Clock @ error|0 w|0,554,3.952043999
Ok Clock @ error|0 w|0,555,3.970665362
Ok Clock @ error|0 w|0,556,3.995818561
Ok Clock @ error|0 w|0,557,4.015071064
Ok Clock @ error|0 w|0,558,4.024288965
Ok Clock @ error|0 w|0,559,4.027736437
Ok Clock @ error|0 w|0,560,4.030097758
Ok Clock @ error|0 w|0,561,4.033419920
Ok Clock @ error|0 w|0,562,4.037099232
Ok Clock @ error|0 w|0,563,4.039990777
Ok Clock @ error|0 w|0,564,4.041957440
Ok Clock @ error|0 w|0,565,4.043439490
Ok Clock @ error|0 w|0,566,4.044771444
Ok Clock @ error|0 w|0,567,4.046077654
Ok Clock @ error|0 w|0,568,4.047387519
Ok Clock @ error|0 w|0,569,4.050379277
Ok Clock @ error|0 w|0,570,4.055958979
Ok Clock @ error|0 w|0,571,4.062017727
Ok Clock @ error|0 w|0,572,4.095124357
Ok Clock @ error|0 w|0,573,4.160346485
Ok Clock @ error|0 w|0,574,4.207158608
Ok Clock @ error|0 w|0,575,4.221721319
Ok Clock @ error|0 w|0,576,4.225935073
Ok Clock @ error|0 w|0,577,4.233377965
Ok Clock @ error|0 w|0,578,4.247244841
Ok Clock @ error|0 w|0,579,4.261194158
