initialRegeneration,time,"If(Ko+Detected>0 || Rej>0,1,0)"
Ok Clock @ error|0 w|0,580,4.270958239
Ok Clock @ error|0 w|0,581,4.276867887
Ok Clock @ error|0 w|0,582,4.280166008
Ok Clock @ error|0 w|0,583,4.282103523
Ok Clock @ error|0 w|0,584,4.283569068
Ok Clock @ error|0 w|0,585,4.285093058
Ok Clock @ error|0 w|0,586,4.288300828
Ok Clock @ error|0 w|0,587,4.293684784
Ok Clock @ error|0 w|0,588,4.299291609
Ok Clock @ error|0 w|0,589,4.305825661
Ok Clock @ error|0 w|0,590,4.313755778
Ok Clock @ error|0 w|0,591,4.320002369
Ok Clock @ error|0 w|0,592,4.324089520
Ok Clock @ error|0 w|0,593,4.329772190
Ok Clock @ error|0 w|0,594,4.338452958
Ok Clock @ error|0 w|0,595,4.346717342
Ok Clock @ error|0 w|0,596,4.352941021
Ok Clock @ error|0 w|0,597,4.358377715
Ok Clock @ error|0 w|0,598,4.365155561
Ok Clock @ error|0 w|0,599,4.373963685
Ok Clock @ error|0 w|0,600,4.381608904
Ok Clock @ error|0 w|0,601,4.386144336
Ok Clock @ error|0 w|0,602,4.388822221
Ok Clock @ error|0 w|0,603,4.391089704
Ok Clock @ error|0 w|0,604,4.393479595
Ok Clock @ error|0 w|0,605,4.395803851
Ok Clock @ error|0 w|0,606,4.397781526
Ok Clock @ error|0 w|0,607,4.399885273
Ok Clock @ error|0 w|0,608,4.409490921
Ok Clock @ error|0 w|0,609,4.429940170
Ok Clock @ error|0 w|0,610,4.449422487
Ok Clock @ error|0 w|0,611,4.459674416
Ok Clock @ error|0 w|0,612,4.463717708
Ok Clock @ error|0 w|0,613,4.471606952
Ok Clock @ error|0 w|0,614,4.486929488
Ok Clock @ error|0 w|0,615,4.500202309
Ok Clock @ error|0 w|0,616,4.506751431
Ok Clock @ error|0 w|0,617,4.517957390
Ok Clock @ error|0 w|0,618,4.538161537
Ok Clock @ error|0 w|0,619,4.553979252
Ok Clock @ error|0 w|0,620,4.561085772
Ok Clock @ error|0 w|0,621,4.564948877
Ok Clock @ error|0 w|0,622,4.569179218
Ok Clock @ error|0 w|0,623,4.576914547
Ok Clock @ error|0 w|0,624,4.587584302
Ok Clock @ error|0 w|0,625,4.596364180
Ok Clock @ error|0 w|0,626,4.601124114
Ok Clock @ error|0 w|0,627,4.603508073
Ok Clock @ error|0 w|0,628,4.611377859
Ok Clock @ error|0 w|0,629,4.627038068
Ok Clock @ error|0 w|0,630,4.642498926
Ok Clock @ error|0 w|0,631,4.654491545
Ok Clock @ error|0 w|0,632,4.662824868
Ok Clock @ error|0 w|0,633,4.667469643
Ok Clock @ error|0 w|0,634,4.669883734
Ok Clock @ error|0 w|0,635,4.671505973
Ok Clock @ error|0 w|0,636,4.674377102
Ok Clock @ error|0 w|0,637,4.679767019
Ok Clock @ error|0 w|0,638,4.686672269
Ok Clock @ error|0 w|0,639,4.694004508
Ok Clock @ error|0 w|0,640,4.700474526
Ok Clock @ error|0 w|0,641,4.705257323
Ok Clock @ error|0 w|0,642,4.711286564
Ok Clock @ error|0 w|0,643,4.719910867
Ok Clock @ error|0 w|0,644,4.727360893
Ok Clock @ error|0 w|0,645,4.732765684
Ok Clock @ error|0 w|0,646,4.767906135
Ok Clock @ error|0 w|0,647,4.835740495
Ok Clock @ error|0 w|0,648,4.879259936
Ok Clock @ error|0 w|0,649,4.890733927
Ok Clock @ error|0 w|0,650,4.897874445
Ok Clock @ error|0 w|0,651,4.914771192
Ok Clock @ error|0 w|0,652,4.943212435
Ok Clock @ error|0 w|0,653,4.966908408
Ok Clock @ error|0 w|0,654,4.977912210
Ok Clock @ error|0 w|0,655,4.981921291
Ok Clock @ error|0 w|0,656,4.984733188
Ok Clock @ error|0 w|0,657,4.989114010
Ok Clock @ error|0 w|0,658,4.996048371
Ok Clock @ error|0 w|0,659,5.003741928
Ok Clock @ error|0 w|0,660,5.009211400
Ok Clock @ error|0 w|0,661,5.012314376
Ok Clock @ error|0 w|0,662,5.014477618
Ok Clock @ error|0 w|0,663,5.016442648
Ok Clock @ error|0 w|0,664,5.018796471
Ok Clock @ error|0 w|0,665,5.021873898
Ok Clock @ error|0 w|0,666,5.026876359
Ok Clock @ error|0 w|0,667,5.042229844
Ok Clock @ error|0 w|0,668,5.069076444
Ok Clock @ error|0 w|0,669,5.092038796
Ok Clock @ error|0 w|0,670,5.103094635
Ok Clock @ error|0 w|0,671,5.118322650
Ok Clock @ error|0 w|0,672,5.144250658
Ok Clock @ error|0 w|0,673,5.164594354
Ok Clock @ error|0 w|0,674,5.174907022
Ok Clock @ error|0 w|0,675,5.181048192
Ok Clock @ error|0 w|0,676,5.185684808
Ok Clock @ error|0 w|0,677,5.189164769
Ok Clock @ error|0 w|0,678,5.191519091
Ok Clock @ error|0 w|0,679,5.193178053
Ok Clock @ error|0 w|0,680,5.194600763
Ok Clock @ error|0 w|0,681,5.197117526
Ok Clock @ error|0 w|0,682,5.202486099
Ok Clock @ error|0 w|0,683,5.209521713
Ok Clock @ error|0 w|0,684,5.215716726
Ok Clock @ error|0 w|0,685,5.220571799
Ok Clock @ error|0 w|0,686,5.224236980
Ok Clock @ error|0 w|0,687,5.237603046
Ok Clock @ error|0 w|0,688,5.263526243
Ok Clock @ error|0 w|0,689,5.284959285
Ok Clock @ error|0 w|0,690,5.297526840
Ok Clock @ error|0 w|0,691,5.306291503
Ok Clock @ error|0 w|0,692,5.313502791
Ok Clock @ error|0 w|0,693,5.331225961
Ok Clock @ error|0 w|0,694,5.358785068
Ok Clock @ error|0 w|0,695,5.377274737
Ok Clock @ error|0 w|0,696,5.383905114
Ok Clock @ error|0 w|0,697,5.386753062
Ok Clock @ error|0 w|0,698,5.389214098
Ok Clock @ error|0 w|0,699,5.391547270
Ok Clock @ error|0 w|0,700,5.393529059
Ok Clock @ error|0 w|0,701,5.398003043
Ok Clock @ error|0 w|0,702,5.406042066
Ok Clock @ error|0 w|0,703,5.414245457
Ok Clock @ error|0 w|0,704,5.425180890
Ok Clock @ error|0 w|0,705,5.440802052
Ok Clock @ error|0 w|0,706,5.454253729
Ok Clock @ error|0 w|0,707,5.461619785
Ok Clock @ error|0 w|0,708,5.466954438
Ok Clock @ error|0 w|0,709,5.473860725
Ok Clock @ error|0 w|0,710,5.487135956
Ok Clock @ error|0 w|0,711,5.507756391
Ok Clock @ error|0 w|0,712,5.527641961
Ok Clock @ error|0 w|0,713,5.542178852
Ok Clock @ error|0 w|0,714,5.551265843
Ok Clock @ error|0 w|0,715,5.556690754
Ok Clock @ error|0 w|0,716,5.561247015
Ok Clock @ error|0 w|0,717,5.565804966
Ok Clock @ error|0 w|0,718,5.570424092
Ok Clock @ error|0 w|0,719,5.577014733
Ok Clock @ error|0 w|0,720,5.585959009
Ok Clock @ error|0 w|0,721,5.593550606
Ok Clock @ error|0 w|0,722,5.597730225
Ok Clock @ error|0 w|0,723,5.600914865
Ok Clock @ error|0 w|0,724,5.605573171
Ok Clock @ error|0 w|0,725,5.611446564
Ok Clock @ error|0 w|0,726,5.617504521
Ok Clock @ error|0 w|0,727,5.622956645
Ok Clock @ error|0 w|0,728,5.628160797
Ok Clock @ error|0 w|0,729,5.633192058
Ok Clock @ error|0 w|0,730,5.636854454
Ok Clock @ error|0 w|0,731,5.639706749
Ok Clock @ error|0 w|0,732,5.643175931
Ok Clock @ error|0 w|0,733,5.647129673
Ok Clock @ error|0 w|0,734,5.652202256
Ok Clock @ error|0 w|0,735,5.658914286
Ok Clock @ error|0 w|0,736,5.665322437
Ok Clock @ error|0 w|0,737,5.670610800
Ok Clock @ error|0 w|0,738,5.675513377
Ok Clock @ error|0 w|0,739,5.679721705
Ok Clock @ error|0 w|0,740,5.683105711
Ok Clock @ error|0 w|0,741,5.696115356
Ok Clock @ error|0 w|0,742,5.722577492
Ok Clock @ error|0 w|0,743,5.745029034
Ok Clock @ error|0 w|0,744,5.755023087
Ok Clock @ error|0 w|0,745,5.759668746
Ok Clock @ error|0 w|0,746,5.767841889
Ok Clock @ error|0 w|0,747,5.782180415
Ok Clock @ error|0 w|0,748,5.796769771
Ok Clock @ error|0 w|0,749,5.807073577
Ok Clock @ error|0 w|0,750,5.813353440
Ok Clock @ error|0 w|0,751,5.818322792
Ok Clock @ error|0 w|0,752,5.824271654
Ok Clock @ error|0 w|0,753,5.830614698
Ok Clock @ error|0 w|0,754,5.835911450
Ok Clock @ error|0 w|0,755,5.841445033
Ok Clock @ error|0 w|0,756,5.848567331
Ok Clock @ error|0 w|0,757,5.854956599
Ok Clock @ error|0 w|0,758,5.858871198
Ok Clock @ error|0 w|0,759,5.861244472
Ok Clock @ error|0 w|0,760,5.863767987
Ok Clock @ error|0 w|0,761,5.867814576
Ok Clock @ error|0 w|0,762,5.874644081
Ok Clock @ error|0 w|0,763,5.891211065
Ok Clock @ error|0 w|0,764,5.917960474
Ok Clock @ error|0 w|0,765,5.940333129
Ok Clock @ error|0 w|0,766,5.953908180
Ok Clock @ error|0 w|0,767,5.965082302
Ok Clock @ error|0 w|0,768,5.975088894
Ok Clock @ error|0 w|0,769,5.983251938
Ok Clock @ error|0 w|0,770,5.989576427
Ok Clock @ error|0 w|0,771,5.994076713
Ok Clock @ error|0 w|0,772,5.997131883
Ok Clock @ error|0 w|0,773,5.999270701
Ok Clock @ error|0 w|0,774,6.001130474
Ok Clock @ error|0 w|0,775,6.009359616
Ok Clock @ error|0 w|0,776,6.025633744
Ok Clock @ error|0 w|0,777,6.039479474
Ok Clock @ error|0 w|0,778,6.049242109
Ok Clock @ error|0 w|0,779,6.059564371
Ok Clock @ error|0 w|0,780,6.069326761
Ok Clock @ error|0 w|0,781,6.076825709
Ok Clock @ error|0 w|0,782,6.084951779
Ok Clock @ error|0 w|0,783,6.096103924
Ok Clock @ error|0 w|0,784,6.113998741
Ok Clock @ error|0 w|0,785,6.138866260
Ok Clock @ error|0 w|0,786,6.159262847
Ok Clock @ error|0 w|0,787,6.170109582
Ok Clock @ error|0 w|0,788,6.178032434
Ok Clock @ error|0 w|0,789,6.188372267
Ok Clock @ error|0 w|0,790,6.199767299
Ok Clock @ error|0 w|0,791,6.208423165
Ok Clock @ error|0 w|0,792,6.213419172
Ok Clock @ error|0 w|0,793,6.216856063
Ok Clock @ error|0 w|0,794,6.220541538
Ok Clock @ error|0 w|0,795,6.224332304
Ok Clock @ error|0 w|0,796,6.228681514
Ok Clock @ error|0 w|0,797,6.234113236
Ok Clock @ error|0 w|0,798,6.239301102
Ok Clock @ error|0 w|0,799,6.244632176
Ok Clock @ error|0 w|0,800,6.251586654
Ok Clock @ error|0 w|0,801,6.258639981
Ok Clock @ error|0 w|0,802,6.263703739
Ok Clock @ error|0 w|0,803,6.267182852
Ok Clock @ error|0 w|0,804,6.271915796
Ok Clock @ error|0 w|0,805,6.281478976
Ok Clock @ error|0 w|0,806,6.295066544
Ok Clock @ error|0 w|0,807,6.307571634
Ok Clock @ error|0 w|0,808,6.318203415
Ok Clock @ error|0 w|0,809,6.330262750
Ok Clock @ error|0 w|0,810,6.342533053
Ok Clock @ error|0 w|0,811,6.351304418
Ok Clock @ error|0 w|0,812,6.356441955
Ok Clock @ error|0 w|0,813,6.360023996
Ok Clock @ error|0 w|0,814,6.364105203
Ok Clock @ error|0 w|0,815,6.371573126
Ok Clock @ error|0 w|0,816,6.382643086
Ok Clock @ error|0 w|0,817,6.392428955
Ok Clock @ error|0 w|0,818,6.398048517
Ok Clock @ error|0 w|0,819,6.402688703
Ok Clock @ error|0 w|0,820,6.409399805
Ok Clock @ error|0 w|0,821,6.416748149
Ok Clock @ error|0 w|0,822,6.427001461
Ok Clock @ error|0 w|0,823,6.442739601
Ok Clock @ error|0 w|0,824,6.457504048
Ok Clock @ error|0 w|0,825,6.468417905
Ok Clock @ error|0 w|0,826,6.478423571
Ok Clock @ error|0 w|0,827,6.487185223
Ok Clock @ error|0 w|0,828,6.494167206
Ok Clock @ error|0 w|0,829,6.500235779
Ok Clock @ error|0 w|0,830,6.506006161
Ok Clock @ error|0 w|0,831,6.512763811
Ok Clock @ error|0 w|0,832,6.520523141
Ok Clock @ error|0 w|0,833,6.527156090
Ok Clock @ error|0 w|0,834,6.532184996
Ok Clock @ error|0 w|0,835,6.536373889
Ok Clock @ error|0 w|0,836,6.541883322
Ok Clock @ error|0 w|0,837,6.558315900
Ok Clock @ error|0 w|0,838,6.585972041
Ok Clock @ error|0 w|0,839,6.608587173
Ok Clock @ error|0 w|0,840,6.620117523
Ok Clock @ error|0 w|0,841,6.626925696
Ok Clock @ error|0 w|0,842,6.635195842
Ok Clock @ error|0 w|0,843,6.646654457
Ok Clock @ error|0 w|0,844,6.657651494
Ok Clock @ error|0 w|0,845,6.665079862
Ok Clock @ error|0 w|0,846,6.669775416
Ok Clock @ error|0 w|0,847,6.673815567
Ok Clock @ error|0 w|0,848,6.678933165
Ok Clock @ error|0 w|0,849,6.685951329
Ok Clock @ error|0 w|0,850,6.693870173
Ok Clock @ error|0 w|0,851,6.701114973
Ok Clock @ error|0 w|0,852,6.709216993
Ok Clock @ error|0 w|0,853,6.719096471
Ok Clock @ error|0 w|0,854,6.726993001
Ok Clock @ error|0 w|0,855,6.731473947
Ok Clock @ error|0 w|0,856,6.735077083
Ok Clock @ error|0 w|0,857,6.740228511
Ok Clock @ error|0 w|0,858,6.749799125
Ok Clock @ error|0 w|0,859,6.763971937
Ok Clock @ error|0 w|0,860,6.777235987
Ok Clock @ error|0 w|0,861,6.785873949
Ok Clock @ error|0 w|0,862,6.793181274
Ok Clock @ error|0 w|0,863,6.802752415
Ok Clock @ error|0 w|0,864,6.812890480
Ok Clock @ error|0 w|0,865,6.820690319
Ok Clock @ error|0 w|0,866,6.825911731
Ok Clock @ error|0 w|0,867,6.832190667
Ok Clock @ error|0 w|0,868,6.841307205
Ok Clock @ error|0 w|0,869,6.849346988
Ok Clock @ error|0 w|0,870,6.855791408
Ok Clock @ error|0 w|0,871,6.863085215
Ok Clock @ error|0 w|0,872,6.870367508
Ok Clock @ error|0 w|0,873,6.877420966
Ok Clock @ error|0 w|0,874,6.885002789
Ok Clock @ error|0 w|0,875,6.892050131
Ok Clock @ error|0 w|0,876,6.897480236
Ok Clock @ error|0 w|0,877,6.902464611
Ok Clock @ error|0 w|0,878,6.912207483
Ok Clock @ error|0 w|0,879,6.930231170
Ok Clock @ error|0 w|0,880,6.951227218
Ok Clock @ error|0 w|0,881,6.967533171
Ok Clock @ error|0 w|0,882,6.977187490
Ok Clock @ error|0 w|0,883,6.983024415
Ok Clock @ error|0 w|0,884,6.990305611
Ok Clock @ error|0 w|0,885,7.000755404
Ok Clock @ error|0 w|0,886,7.010351331
Ok Clock @ error|0 w|0,887,7.016672313
Ok Clock @ error|0 w|0,888,7.020941642
Ok Clock @ error|0 w|0,889,7.024753659
Ok Clock @ error|0 w|0,890,7.028534663
Ok Clock @ error|0 w|0,891,7.032171918
Ok Clock @ error|0 w|0,892,7.036341324
Ok Clock @ error|0 w|0,893,7.042482633
Ok Clock @ error|0 w|0,894,7.050308097
Ok Clock @ error|0 w|0,895,7.057995838
Ok Clock @ error|0 w|0,896,7.074164261
Ok Clock @ error|0 w|0,897,7.101557004
Ok Clock @ error|0 w|0,898,7.123247731
Ok Clock @ error|0 w|0,899,7.133877336
Ok Clock @ error|0 w|0,900,7.141569484
Ok Clock @ error|0 w|0,901,7.152375941
Ok Clock @ error|0 w|0,902,7.167582144
Ok Clock @ error|0 w|0,903,7.182411405
Ok Clock @ error|0 w|0,904,7.194052895
Ok Clock @ error|0 w|0,905,7.203136348
Ok Clock @ error|0 w|0,906,7.209838148
Ok Clock @ error|0 w|0,907,7.214804040
Ok Clock @ error|0 w|0,908,7.219473807
Ok Clock @ error|0 w|0,909,7.224436504
Ok Clock @ error|0 w|0,910,7.230025570
Ok Clock @ error|0 w|0,911,7.236607193
Ok Clock @ error|0 w|0,912,7.243259960
Ok Clock @ error|0 w|0,913,7.250048596
Ok Clock @ error|0 w|0,914,7.257761620
Ok Clock @ error|0 w|0,915,7.265228633
Ok Clock @ error|0 w|0,916,7.271791672
Ok Clock @ error|0 w|0,917,7.279713668
Ok Clock @ error|0 w|0,918,7.290253528
Ok Clock @ error|0 w|0,919,7.300805174
Ok Clock @ error|0 w|0,920,7.309446580
Ok Clock @ error|0 w|0,921,7.318828920
Ok Clock @ error|0 w|0,922,7.330948081
Ok Clock @ error|0 w|0,923,7.343262119
Ok Clock @ error|0 w|0,924,7.352984167
Ok Clock @ error|0 w|0,925,7.359891383
Ok Clock @ error|0 w|0,926,7.365546059
Ok Clock @ error|0 w|0,927,7.371046373
Ok Clock @ error|0 w|0,928,7.376147847
Ok Clock @ error|0 w|0,929,7.380433939
Ok Clock @ error|0 w|0,930,7.383896944
Ok Clock @ error|0 w|0,931,7.387217414
Ok Clock @ error|0 w|0,932,7.394449303
Ok Clock @ error|0 w|0,933,7.407586337
Ok Clock @ error|0 w|0,934,7.421020084
Ok Clock @ error|0 w|0,935,7.430090666
Ok Clock @ error|0 w|0,936,7.435572069
Ok Clock @ error|0 w|0,937,7.443804065
Ok Clock @ error|0 w|0,938,7.458164547
Ok Clock @ error|0 w|0,939,7.472162471
Ok Clock @ error|0 w|0,940,7.481181444
Ok Clock @ error|0 w|0,941,7.489413179
Ok Clock @ error|0 w|0,942,7.500377649
Ok Clock @ error|0 w|0,943,7.512986779
Ok Clock @ error|0 w|0,944,7.525881357
Ok Clock @ error|0 w|0,945,7.536528725
Ok Clock @ error|0 w|0,946,7.544371059
Ok Clock @ error|0 w|0,947,7.552419224
Ok Clock @ error|0 w|0,948,7.561479347
Ok Clock @ error|0 w|0,949,7.569029398
Ok Clock @ error|0 w|0,950,7.573764693
Ok Clock @ error|0 w|0,951,7.577357396
Ok Clock @ error|0 w|0,952,7.584298704
Ok Clock @ error|0 w|0,953,7.596291193
Ok Clock @ error|0 w|0,954,7.610319476
Ok Clock @ error|0 w|0,955,7.623783643
Ok Clock @ error|0 w|0,956,7.634317786
Ok Clock @ error|0 w|0,957,7.641745845
Ok Clock @ error|0 w|0,958,7.648485245
Ok Clock @ error|0 w|0,959,7.655281807
Ok Clock @ error|0 w|0,960,7.662440109
Ok Clock @ error|0 w|0,961,7.670643519
Ok Clock @ error|0 w|0,962,7.679383003
Ok Clock @ error|0 w|0,963,7.687934529
Ok Clock @ error|0 w|0,964,7.695315328
Ok Clock @ error|0 w|0,965,7.701027512
Ok Clock @ error|0 w|0,966,7.708002479
Ok Clock @ error|0 w|0,967,7.717911219
Ok Clock @ error|0 w|0,968,7.727424373
Ok Clock @ error|0 w|0,969,7.735241376
Ok Clock @ error|0 w|0,970,7.749652156
Ok Clock @ error|0 w|0,971,7.771814281
Ok Clock @ error|0 w|0,972,7.788277247
Ok Clock @ error|0 w|0,973,7.797153975
Ok Clock @ error|0 w|0,974,7.805941426
Ok Clock @ error|0 w|0,975,7.819178737
Ok Clock @ error|0 w|0,976,7.836866020
Ok Clock @ error|0 w|0,977,7.852274142
Ok Clock @ error|0 w|0,978,7.861879225
Ok Clock @ error|0 w|0,979,7.868513702
Ok Clock @ error|0 w|0,980,7.875095070
Ok Clock @ error|0 w|0,981,7.882464073
Ok Clock @ error|0 w|0,982,7.890716484
Ok Clock @ error|0 w|0,983,7.898829473
Ok Clock @ error|0 w|0,984,7.905346248
Ok Clock @ error|0 w|0,985,7.910432527
Ok Clock @ error|0 w|0,986,7.914847323
Ok Clock @ error|0 w|0,987,7.919232976
Ok Clock @ error|0 w|0,988,7.924875640
Ok Clock @ error|0 w|0,989,7.931802121
Ok Clock @ error|0 w|0,990,7.938955842
Ok Clock @ error|0 w|0,991,7.949773318
Ok Clock @ error|0 w|0,992,7.965835760
Ok Clock @ error|0 w|0,993,7.980789529
Ok Clock @ error|0 w|0,994,7.990554256
Ok Clock @ error|0 w|0,995,8.001692318
Ok Clock @ error|0 w|0,996,8.019161494
Ok Clock @ error|0 w|0,997,8.036668768
Ok Clock @ error|0 w|0,998,8.049272403
Ok Clock @ error|0 w|0,999,8.058135826
Ok Clock @ error|0 w|0,1000,8.065737205
Ok Clock @ error|0 w|0,1001,8.073184890
Ok Clock @ error|0 w|0,1002,8.079774624
Ok Clock @ error|0 w|0,1003,8.085057095
Ok Clock @ error|0 w|0,1004,8.089375502
Ok Clock @ error|0 w|0,1005,8.094011518
Ok Clock @ error|0 w|0,1006,8.100544134
Ok Clock @ error|0 w|0,1007,8.108461861
Ok Clock @ error|0 w|0,1008,8.115997377
Ok Clock @ error|0 w|0,1009,8.122367883
Ok Clock @ error|0 w|0,1010,8.127799239
Ok Clock @ error|0 w|0,1011,8.136642060
Ok Clock @ error|0 w|0,1012,8.150713323
Ok Clock @ error|0 w|0,1013,8.164959891
Ok Clock @ error|0 w|0,1014,8.177376995
Ok Clock @ error|0 w|0,1015,8.188008894
Ok Clock @ error|0 w|0,1016,8.197902945
Ok Clock @ error|0 w|0,1017,8.213260934
Ok Clock @ error|0 w|0,1018,8.233559054
Ok Clock @ error|0 w|0,1019,8.249185195
Ok Clock @ error|0 w|0,1020,8.257546198
Ok Clock @ error|0 w|0,1021,8.262742229
Ok Clock @ error|0 w|0,1022,8.267956456
Ok Clock @ error|0 w|0,1023,8.273963819
Ok Clock @ error|0 w|0,1024,8.279486827
Ok Clock @ error|0 w|0,1025,8.285557467
Ok Clock @ error|0 w|0,1026,8.293582728
Ok Clock @ error|0 w|0,1027,8.301882653
Ok Clock @ error|0 w|0,1028,8.311257594
Ok Clock @ error|0 w|0,1029,8.322933799
Ok Clock @ error|0 w|0,1030,8.333874542
Ok Clock @ error|0 w|0,1031,8.341909232
Ok Clock @ error|0 w|0,1032,8.349208177
Ok Clock @ error|0 w|0,1033,8.358143925
Ok Clock @ error|0 w|0,1034,8.370264786
Ok Clock @ error|0 w|0,1035,8.385146350
Ok Clock @ error|0 w|0,1036,8.399794556
Ok Clock @ error|0 w|0,1037,8.412579218
Ok Clock @ error|0 w|0,1038,8.423001083
Ok Clock @ error|0 w|0,1039,8.431917611
Ok Clock @ error|0 w|0,1040,8.440419002
Ok Clock @ error|0 w|0,1041,8.448191303
Ok Clock @ error|0 w|0,1042,8.455131570
Ok Clock @ error|0 w|0,1043,8.462351677
Ok Clock @ error|0 w|0,1044,8.470115180
Ok Clock @ error|0 w|0,1045,8.476740212
Ok Clock @ error|0 w|0,1046,8.481590319
Ok Clock @ error|0 w|0,1047,8.486514633
Ok Clock @ error|0 w|0,1048,8.493030564
Ok Clock @ error|0 w|0,1049,8.500868186
Ok Clock @ error|0 w|0,1050,8.509163746
Ok Clock @ error|0 w|0,1051,8.516781596
Ok Clock @ error|0 w|0,1052,8.523613882
Ok Clock @ error|0 w|0,1053,8.530355443
Ok Clock @ error|0 w|0,1054,8.536911751
Ok Clock @ error|0 w|0,1055,8.543551903
Ok Clock @ error|0 w|0,1056,8.550647444
Ok Clock @ error|0 w|0,1057,8.557603349
Ok Clock @ error|0 w|0,1058,8.565499093
Ok Clock @ error|0 w|0,1059,8.575531067
Ok Clock @ error|0 w|0,1060,8.585409908
Ok Clock @ error|0 w|0,1061,8.593594565
Ok Clock @ error|0 w|0,1062,8.600921451
Ok Clock @ error|0 w|0,1063,8.607458356
Ok Clock @ error|0 w|0,1064,8.613183974
Ok Clock @ error|0 w|0,1065,8.621987833
Ok Clock @ error|0 w|0,1066,8.635809117
Ok Clock @ error|0 w|0,1067,8.648721011
Ok Clock @ error|0 w|0,1068,8.656931935
Ok Clock @ error|0 w|0,1069,8.663400427
Ok Clock @ error|0 w|0,1070,8.672862214
Ok Clock @ error|0 w|0,1071,8.686124708
Ok Clock @ error|0 w|0,1072,8.699310477
Ok Clock @ error|0 w|0,1073,8.709811033
Ok Clock @ error|0 w|0,1074,8.717719865
Ok Clock @ error|0 w|0,1075,8.725050450
Ok Clock @ error|0 w|0,1076,8.733703483
Ok Clock @ error|0 w|0,1077,8.742739429
Ok Clock @ error|0 w|0,1078,8.750433964
Ok Clock @ error|0 w|0,1079,8.757120185
Ok Clock @ error|0 w|0,1080,8.763930972
Ok Clock @ error|0 w|0,1081,8.770973845
Ok Clock @ error|0 w|0,1082,8.777826043
Ok Clock @ error|0 w|0,1083,8.784066538
Ok Clock @ error|0 w|0,1084,8.790146895
Ok Clock @ error|0 w|0,1085,8.796814906
Ok Clock @ error|0 w|0,1086,8.804560729
Ok Clock @ error|0 w|0,1087,8.816430001
Ok Clock @ error|0 w|0,1088,8.832932302
Ok Clock @ error|0 w|0,1089,8.847712009
Ok Clock @ error|0 w|0,1090,8.859006996
Ok Clock @ error|0 w|0,1091,8.870340160
Ok Clock @ error|0 w|0,1092,8.882070760
Ok Clock @ error|0 w|0,1093,8.892959586
Ok Clock @ error|0 w|0,1094,8.902075880
Ok Clock @ error|0 w|0,1095,8.909258469
Ok Clock @ error|0 w|0,1096,8.915226507
Ok Clock @ error|0 w|0,1097,8.920355035
Ok Clock @ error|0 w|0,1098,8.924921293
Ok Clock @ error|0 w|0,1099,8.931607454
Ok Clock @ error|0 w|0,1100,8.941631529
Ok Clock @ error|0 w|0,1101,8.951494785
Ok Clock @ error|0 w|0,1102,8.960103191
Ok Clock @ error|0 w|0,1103,8.968794610
Ok Clock @ error|0 w|0,1104,8.977313827
Ok Clock @ error|0 w|0,1105,8.985199398
Ok Clock @ error|0 w|0,1106,8.993445140
Ok Clock @ error|0 w|0,1107,9.003085351
Ok Clock @ error|0 w|0,1108,9.015277921
Ok Clock @ error|0 w|0,1109,9.030024371
Ok Clock @ error|0 w|0,1110,9.043368037
Ok Clock @ error|0 w|0,1111,9.053306339
Ok Clock @ error|0 w|0,1112,9.063183476
Ok Clock @ error|0 w|0,1113,9.075610860
Ok Clock @ error|0 w|0,1114,9.088444788
Ok Clock @ error|0 w|0,1115,9.098493099
Ok Clock @ error|0 w|0,1116,9.105289938
Ok Clock @ error|0 w|0,1117,9.110881903
Ok Clock @ error|0 w|0,1118,9.116966521
Ok Clock @ error|0 w|0,1119,9.123086332
Ok Clock @ error|0 w|0,1120,9.129218194
Ok Clock @ error|0 w|0,1121,9.136046982
Ok Clock @ error|0 w|0,1122,9.142804457
Ok Clock @ error|0 w|0,1123,9.149434281
Ok Clock @ error|0 w|0,1124,9.157338903
Ok Clock @ error|0 w|0,1125,9.165965628
Ok Clock @ error|0 w|0,1126,9.173369230
Ok Clock @ error|0 w|0,1127,9.179527912
Ok Clock @ error|0 w|0,1128,9.186939897
Ok Clock @ error|0 w|0,1129,9.198075609
Ok Clock @ error|0 w|0,1130,9.211533888
Ok Clock @ error|0 w|0,1131,9.223739042
Ok Clock @ error|0 w|0,1132,9.234072222
Ok Clock @ error|0 w|0,1133,9.244639537
Ok Clock @ error|0 w|0,1134,9.256312690
Ok Clock @ error|0 w|0,1135,9.267509264
Ok Clock @ error|0 w|0,1136,9.276428571
Ok Clock @ error|0 w|0,1137,9.283075930
Ok Clock @ error|0 w|0,1138,9.289074737
Ok Clock @ error|0 w|0,1139,9.296201709
Ok Clock @ error|0 w|0,1140,9.304677615
Ok Clock @ error|0 w|0,1141,9.312647969
Ok Clock @ error|0 w|0,1142,9.318780847
Ok Clock @ error|0 w|0,1143,9.324921890
Ok Clock @ error|0 w|0,1144,9.333062228
Ok Clock @ error|0 w|0,1145,9.342155404
Ok Clock @ error|0 w|0,1146,9.352685125
Ok Clock @ error|0 w|0,1147,9.365639946
Ok Clock @ error|0 w|0,1148,9.377735619
Ok Clock @ error|0 w|0,1149,9.387611077
Ok Clock @ error|0 w|0,1150,9.397049936
Ok Clock @ error|0 w|0,1151,9.406310778
Ok Clock @ error|0 w|0,1152,9.415117880
Ok Clock @ error|0 w|0,1153,9.423626695
Ok Clock @ error|0 w|0,1154,9.432214731
